@relation 'virus-weka.filters.unsupervised.attribute.Remove-R74,76,82-83,92-98-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval-Sweka.attributeSelection.BestFirst -D 1 -N 5'

@attribute SECUR32.DLL {0,1}
@attribute SHLWAPI.DLL {0,1}
@attribute ImageBase numeric
@attribute CheckSum numeric
@attribute SizeOfStackReserve numeric
@attribute IMAGE_DIRECTORY_ENTRY_SECURITY.Size numeric
@attribute IMAGE_DIRECTORY_ENTRY_DEBUG.Size numeric
@attribute text.PointerToRelocations numeric
@attribute rsrc.Characteristics numeric
@attribute RT_MESSAGETABLE numeric
@attribute RT_GROUP_ICON numeric
@attribute RT_VERSION numeric
@attribute result {virus,begnign}

@data
0,0,4194304,94051,262144,0,28,0,1073741888,0,2,1,begnign
0,0,65536,10813,262144,0,28,0,1107296320,0,0,1,begnign
0,0,65536,39473,262144,0,28,0,1107296320,0,0,1,begnign
0,0,65536,78893,262144,0,28,0,1107296320,0,0,1,begnign
0,0,65536,135179,262144,6960,28,0,1107296320,0,0,1,begnign
0,0,4194304,92001,262144,0,28,0,1073741888,0,2,1,begnign
0,0,65536,23457,262144,6960,28,0,1107296320,0,0,1,begnign
0,0,65536,39473,262144,0,28,0,1107296320,0,0,1,begnign
0,0,65536,135790,262144,0,84,0,1107296320,0,0,1,begnign
0,0,65536,35972,262144,0,28,0,1107296320,0,0,1,begnign
0,0,65536,213496,262144,0,28,0,1107296320,0,0,1,begnign
0,0,4194304,92001,262144,0,28,0,1073741888,0,2,1,begnign
0,0,65536,39473,262144,0,28,0,1107296320,0,0,1,begnign
0,0,65536,223309,262144,6960,28,0,1107296320,0,0,1,begnign
0,0,4194304,109501,262144,6960,28,0,1073741888,0,2,1,begnign
0,0,65536,45102,262144,6960,28,0,1107296320,0,0,1,begnign
0,0,65536,119417,262144,0,28,0,1107296320,0,0,1,begnign
0,0,4194304,92001,262144,0,28,0,1073741888,0,2,1,begnign
0,0,65536,39473,262144,0,28,0,1107296320,0,0,1,begnign
0,0,65536,88182,262144,0,28,0,1107296320,0,0,1,begnign
0,0,4194304,125502,262144,0,28,0,1073741888,0,2,1,begnign
0,0,65536,36392,262144,0,28,0,1107296320,0,0,1,begnign
0,0,65536,39473,262144,0,28,0,1107296320,0,0,1,begnign
0,0,65536,131865,262144,0,28,0,1107296320,0,0,1,begnign
0,0,4194304,124380,262144,0,28,0,1073741888,0,2,1,begnign
0,0,65536,36392,262144,0,28,0,1107296320,0,0,1,begnign
0,0,65536,39473,262144,0,28,0,1107296320,0,0,1,begnign
0,0,65536,79129,262144,6960,28,0,1107296320,0,0,1,begnign
0,0,4194304,120040,262144,6960,28,0,1073741888,0,2,1,begnign
0,0,65536,60464,262144,6960,28,0,1107296320,0,0,1,begnign
0,0,65536,49499,262144,6960,28,0,1107296320,0,0,1,begnign
0,0,65536,129956,262144,6960,28,0,1107296320,0,0,1,begnign
0,0,4194304,108989,262144,6960,28,0,1073741888,0,2,1,begnign
0,0,65536,64599,262144,6960,28,0,1107296320,0,0,1,begnign
0,0,65536,30431,262144,6960,28,0,1107296320,0,0,1,begnign
0,0,65536,198268,262144,0,28,0,1107296320,0,0,1,begnign
0,0,4194304,92001,262144,0,28,0,1073741888,0,2,1,begnign
0,0,65536,39473,262144,0,28,0,1107296320,0,0,1,begnign
0,0,65536,205151,262144,0,28,0,1107296320,0,0,1,begnign
0,0,4194304,92001,262144,0,28,0,1073741888,0,2,1,begnign
0,0,65536,39473,262144,0,28,0,1107296320,0,0,1,begnign
0,0,65536,251858,262144,6960,28,0,1107296320,0,0,1,begnign
0,0,4194304,109501,262144,6960,28,0,1073741888,0,2,1,begnign
0,0,65536,13838,262144,0,28,0,1107296320,0,0,1,begnign
0,0,65536,45102,262144,6960,28,0,1107296320,0,0,1,begnign
0,0,65536,259856,262144,6960,28,0,1107296320,0,0,1,begnign
0,0,4194304,94051,262144,0,28,0,1073741888,0,2,1,begnign
0,0,65536,10813,262144,0,28,0,1107296320,0,0,1,begnign
0,0,65536,39473,262144,0,28,0,1107296320,0,0,1,begnign
0,0,65536,268054,262144,6960,28,0,1107296320,0,0,1,begnign
0,0,4194304,93022,262144,6960,28,0,1073741888,0,2,1,begnign
0,0,65536,35761,262144,6960,28,0,1107296320,0,0,1,begnign
0,0,65536,77520,262144,6960,28,0,1107296320,0,0,1,begnign
0,0,268435456,0,1048576,0,0,0,1073741888,0,2,1,begnign
0,0,65536,55898,262144,0,28,0,1107296320,0,0,1,begnign
0,0,65536,57261,262144,0,28,0,1107296320,0,0,1,begnign
0,0,65536,45289,262144,0,28,0,1107296320,0,0,1,begnign
0,1,268435456,0,1048576,0,0,0,1073741888,0,2,1,begnign
0,0,65536,109256,262144,0,28,0,1107296320,0,0,1,begnign
0,1,268435456,0,1048576,0,0,0,1073741888,0,2,1,begnign
0,0,65536,81999,262144,0,28,0,1107296320,0,0,1,begnign
0,0,4194304,295419,262144,0,28,0,1073741888,0,10,1,begnign
0,0,65536,158706,262144,0,28,0,1107296320,1,0,1,begnign
0,0,33554432,71319,262144,0,28,0,1073741888,0,0,1,begnign
0,0,65536,95476,262144,0,28,0,1107296320,0,0,1,begnign
0,0,4194304,72122,262144,0,28,0,1073741888,0,0,1,begnign
0,1,4194304,0,1048576,0,0,0,1073741888,0,1,1,begnign
0,0,65536,141652,262144,0,28,0,1107296320,0,0,1,begnign
0,0,65536,75619,262144,0,28,0,1107296320,0,0,1,begnign
0,0,65536,10032,262144,0,28,0,1073741888,0,0,1,begnign
0,0,65536,40864,262144,0,28,0,1107296320,0,0,1,begnign
0,1,33554432,37101,262144,0,28,0,1073741888,0,0,1,begnign
0,0,65536,73380,262144,0,28,0,1107296320,0,0,1,begnign
0,0,65536,74048,262144,6960,28,0,1107296320,0,0,1,begnign
0,0,1882652672,49642,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1757544448,20296,262144,0,0,0,1073741888,1,0,1,begnign
0,1,16777216,810072,262144,0,28,0,1073741888,0,1,1,begnign
0,0,16777216,153045,262144,0,56,0,1073741888,0,0,1,begnign
0,0,16777216,773222,262144,0,28,0,1073741888,0,0,1,begnign
0,0,16777216,52569,262144,0,28,0,1073741888,0,0,1,begnign
0,0,16777216,213402,262144,0,28,0,1073741888,0,1,1,begnign
0,1,1626537984,378906,262144,0,28,0,1073741888,0,0,1,begnign
0,0,16777216,49196,262144,0,28,0,1073741888,0,1,1,begnign
0,1,1588592640,135367,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1961492480,83500,262144,0,56,0,1073741888,0,0,1,begnign
0,0,16777216,211444,262144,0,28,0,1073741888,1,0,1,begnign
0,0,1927610368,200310,1048576,0,28,0,1073741888,0,0,1,begnign
0,0,1919287296,463987,1048576,0,28,0,1073741888,0,0,1,begnign
0,0,1958150144,175176,1048576,0,28,0,1073741888,0,0,1,begnign
0,0,268435456,4198397,1048576,0,0,0,1073741888,0,0,1,begnign
0,0,1755971584,371729,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1641938944,411222,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1887240192,404048,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1622212608,3193163,1048576,0,56,0,1073741888,0,2,1,begnign
0,0,1545666560,106419,1048576,0,28,0,1073741888,0,0,1,begnign
0,1,1544814592,775224,1048576,0,28,0,1073741888,0,19,1,begnign
0,0,1928790016,209763,262144,0,56,0,1073741888,1,0,1,begnign
0,1,268435456,147909,1048576,5640,28,0,1073741888,0,1,1,begnign
0,0,1627914240,141001,262144,0,28,0,1073741888,0,0,1,begnign
0,1,1904214016,34122,262144,0,28,0,1073741888,0,0,1,begnign
0,0,2098462720,185657,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1484390400,126047,262144,0,28,0,1073741888,0,1,1,begnign
0,0,1904082944,123495,262144,0,0,0,1073741888,0,5,1,begnign
0,1,16777216,170312,262144,0,28,0,1073741888,0,10,1,begnign
0,0,1475805184,73472,1048576,0,0,0,1073741888,0,0,1,begnign
0,0,1907294208,190284,262144,0,28,0,1073741888,0,0,1,begnign
0,1,1901789184,99738,262144,0,28,0,1073741888,0,0,1,begnign
0,0,2009661440,228918,262144,0,56,0,1073741888,1,0,1,begnign
0,0,1277165568,124801,262144,0,0,0,1073741888,0,0,1,begnign
0,0,16777216,19872,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1909194752,100064,262144,0,56,0,1073741888,0,0,1,begnign
0,1,1900740608,66914,262144,0,28,0,1073741888,0,2,1,begnign
0,0,1912406016,68319,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1898905600,194000,262144,0,56,0,1073741888,0,0,1,begnign
0,0,1994260480,164259,262144,0,56,0,1073741888,0,0,1,begnign
1,0,1898774528,131582,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1898577920,201484,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1948778496,322385,262144,0,56,0,1073741888,0,0,1,begnign
0,0,1298071552,161688,262144,0,28,0,1073741888,0,0,1,begnign
0,0,2010775552,679797,262144,0,56,0,1073741888,1,0,1,begnign
0,0,1964769280,142255,262144,0,28,0,1073741888,0,0,1,begnign
0,0,16777216,114136,262144,0,28,0,1073741888,0,1,1,begnign
0,0,16777216,82858,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1895694336,45583,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1895563264,106298,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1895432192,138232,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1993801728,138358,262144,0,56,0,1073741888,0,0,1,begnign
0,0,1964572672,169142,262144,0,56,0,1073741888,1,0,1,begnign
0,0,1894973440,327238,262144,0,28,0,1073741888,1,2,1,begnign
0,1,1923809280,546021,262144,0,28,0,1073741888,0,4,1,begnign
0,0,16777216,35399,262144,0,28,0,1073741888,1,0,1,begnign
0,0,1480392704,150792,262144,0,28,0,1073741888,0,2,1,begnign
0,0,4194304,14961,262144,0,0,0,1073741888,1,0,1,begnign
0,0,16777216,75829,262144,0,28,0,1073741888,0,0,1,begnign
0,0,16777216,94580,262144,0,28,0,1073741888,0,0,1,begnign
0,0,16777216,65477,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1893859328,106879,262144,0,28,0,1073741888,0,0,1,begnign
0,0,16777216,54239,262144,0,28,0,1073741888,1,0,1,begnign
0,0,1893793792,34277,262144,0,28,0,1073741888,1,0,1,begnign
0,0,1991180288,68534,262144,0,28,0,1073741888,0,0,1,begnign
0,0,16777216,27375,262144,0,28,0,1073741888,1,0,1,begnign
0,0,3220832256,318311,262144,0,28,0,1107296320,0,0,1,begnign
0,0,1941504000,62374,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1893728256,43706,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1893662720,34068,262144,0,28,0,1073741888,0,0,1,begnign
0,0,16777216,12639,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1893597184,48585,262144,0,28,0,1073741888,0,0,1,begnign
0,0,16777216,34426,262144,0,28,0,1073741888,0,0,1,begnign
0,0,2013134848,111216,262144,0,56,0,1073741888,0,0,1,begnign
0,0,16777216,624614,262144,0,28,0,1107296320,1,0,1,begnign
0,0,16777216,662154,262144,0,28,0,1107296320,1,0,1,begnign
0,1,1893400576,96421,262144,0,28,0,1073741888,0,0,1,begnign
0,0,16777216,627662,262144,0,28,0,1107296320,1,0,1,begnign
0,0,16777216,55009,262144,0,28,0,1107296320,1,0,1,begnign
0,0,1940848640,106590,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1940652032,143650,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1892941824,18079,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1892679680,257824,262144,0,28,0,1073741888,0,6,1,begnign
0,0,1892548608,134408,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1168179200,244821,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1974140928,53766,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1956970496,63271,262144,0,56,0,1073741888,0,0,1,begnign
0,0,1892483072,54961,262144,0,28,0,1073741888,0,1,1,begnign
0,0,1887764480,46967,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1256521728,57355,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1225392128,14627,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1101594624,30121,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1276444672,338790,262144,0,56,0,1073741888,0,0,1,begnign
0,0,16777216,117105,262144,0,28,0,1073741888,0,0,1,begnign
1,1,16777216,250729,262144,0,28,0,1073741888,0,0,1,begnign
0,0,16777216,63509,262144,0,28,0,1073741888,0,0,1,begnign
0,0,2147549184,41836,262144,0,28,0,1107296320,0,0,1,begnign
0,0,16777216,67612,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1902116864,65956,262144,0,0,0,1073741888,0,0,1,begnign
0,0,1991901184,103954,262144,0,56,0,1073741888,0,0,1,begnign
0,1,1978597376,1056403,262144,0,56,0,1073741888,0,3,1,begnign
0,1,1882718208,128720,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1269301248,80963,262144,0,28,0,1073741888,0,1,1,begnign
0,1,1483603968,122673,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1236074496,92675,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1539309568,108796,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1963655168,104884,262144,0,56,0,1073741888,0,0,1,begnign
0,1,1881604096,139428,262144,0,28,0,1073741888,0,2,1,begnign
0,0,16777216,45643,262144,0,28,0,1073741888,1,0,1,begnign
0,0,16777216,132924,262144,0,28,0,1073741888,0,1,1,begnign
0,0,1880948736,81575,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1880752128,143441,262144,0,28,0,1073741888,0,6,1,begnign
0,0,1880358912,419918,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1880096768,255759,262144,0,56,0,1073741888,0,0,1,begnign
0,0,1879965696,116962,262144,0,56,0,1073741888,0,0,1,begnign
0,1,1879310336,675797,262144,0,56,0,1073741888,0,0,1,begnign
0,0,1879048192,91674,262144,0,28,0,1073741888,0,0,1,begnign
0,1,1878851584,167048,262144,0,56,0,1073741888,0,8,1,begnign
0,1,1352794112,125589,262144,9560,28,0,1073741888,0,0,1,begnign
0,0,1878720512,33658,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1178468352,2117223,262144,0,28,0,1073741888,1,0,1,begnign
1,0,1965752320,231985,262144,0,56,0,1073741888,0,0,1,begnign
0,0,1875771392,439309,262144,0,28,0,1073741888,0,14,1,begnign
0,0,1874198528,217598,262144,0,28,0,1073741888,0,1,1,begnign
