@relation 'virus-weka.filters.unsupervised.attribute.Remove-R74,76,82-83,92-98-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.CfsSubsetEval-Sweka.attributeSelection.BestFirst -D 1 -N 5'

@attribute SECUR32.DLL {0,1}
@attribute SHLWAPI.DLL {0,1}
@attribute ImageBase numeric
@attribute CheckSum numeric
@attribute SizeOfStackReserve numeric
@attribute IMAGE_DIRECTORY_ENTRY_SECURITY.Size numeric
@attribute IMAGE_DIRECTORY_ENTRY_DEBUG.Size numeric
@attribute text.PointerToRelocations numeric
@attribute rsrc.Characteristics numeric
@attribute RT_MESSAGETABLE numeric
@attribute RT_GROUP_ICON numeric
@attribute RT_VERSION numeric
@attribute result {virus,begnign}

@data
0,0,16777216,63482,262144,0,28,0,1073741888,1,0,1,begnign
0,0,16777216,54244,262144,0,28,0,1073741888,1,0,1,begnign
0,0,1656815616,65073,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1656684544,72499,262144,0,28,0,1073741888,1,0,1,begnign
1,0,1950875648,716283,262144,0,56,0,1073741888,1,0,1,begnign
0,0,16777216,41976,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1943797760,34077,262144,0,28,0,1073741888,0,0,1,begnign
0,0,16777216,122838,262144,0,28,0,1073741888,0,1,1,begnign
0,0,1644756992,9938,262144,0,28,0,1073741888,0,0,1,begnign
0,1,1482686464,231396,262144,0,28,0,1073741888,0,18,1,begnign
0,0,16777216,115187,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1644560384,160388,262144,0,28,0,1073741888,0,4,1,begnign
0,0,1644560384,160388,262144,0,28,0,1073741888,0,4,1,begnign
0,0,1644429312,46432,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1644363776,64928,262144,0,28,0,1073741888,0,0,1,begnign
0,0,2147549184,16708,262144,0,28,0,1107296320,0,0,1,begnign
0,0,1644298240,69859,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1935409152,87947,262144,0,28,0,1073741888,0,1,1,begnign
0,0,1644167168,48343,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1644101632,68972,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1644036096,71846,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1643970560,47652,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1643905024,71767,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1643708416,83552,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1643577344,157885,262144,0,28,0,1073741888,0,2,1,begnign
0,0,1643315200,164153,262144,0,28,0,1073741888,0,1,1,begnign
0,0,1987248128,84705,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1640955904,952236,1048576,0,28,0,1073741888,0,0,1,begnign
0,0,1640890368,39085,1048576,0,0,0,1073741888,0,0,1,begnign
0,0,1639907328,944586,1048576,0,28,0,1073741888,0,0,1,begnign
0,0,1943207936,1090190,1048576,0,28,0,1073741888,0,0,1,begnign
0,0,1639841792,115625,1048576,0,0,0,1073741888,0,0,1,begnign
0,0,1602224128,1023761,1048576,6912,28,0,1073741888,0,0,1,begnign
0,0,1639776256,44278,262144,0,56,0,1073741888,0,0,1,begnign
0,0,1912274944,47153,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1256849408,187474,1048576,0,28,0,1073741888,0,0,1,begnign
0,0,2008678400,32578,262144,0,28,0,1073741888,0,1,1,begnign
0,0,1638989824,75174,262144,0,28,0,1073741888,0,0,1,begnign
0,0,16777216,80922,262144,0,28,0,1073741888,1,1,1,begnign
0,0,1638924288,72885,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1940914176,21222,262144,0,28,0,1073741888,0,1,1,begnign
0,0,1959723008,642636,262144,0,56,0,1073741888,0,0,1,begnign
0,0,1638072320,21698,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1638006784,68952,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1637941248,68775,262144,0,28,0,1073741888,0,0,1,begnign
0,1,16777216,1426551,262144,0,56,0,1073741888,0,2,1,begnign
0,0,1174929408,150735,262144,0,56,0,1073741888,0,11,1,begnign
0,0,1256390656,403855,1048576,0,28,0,1073741888,0,0,1,begnign
0,0,1257177088,163905,1048576,0,28,0,1073741888,0,0,1,begnign
0,1,1175126016,1906647,262144,0,56,0,3221225536,0,129,1,begnign
0,0,16777216,90249,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1174798336,73041,262144,0,28,0,1073741888,0,1,1,begnign
0,0,1944256512,70966,262144,0,56,0,1073741888,0,0,1,begnign
0,0,1637220352,53643,262144,0,28,0,1073741888,0,0,1,begnign
0,1,1482031104,614709,262144,0,28,0,1073741888,0,40,1,begnign
0,0,1637023744,143317,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1935343616,98223,262144,0,28,0,1107296320,0,0,1,begnign
0,0,4194304,71155,262144,0,28,0,1073741888,0,1,1,begnign
0,0,1636564992,207167,262144,0,28,0,1073741888,0,9,1,begnign
0,0,16777216,205113,262144,0,28,0,1073741888,0,11,1,begnign
0,0,16777216,64032,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1636368384,189646,262144,0,28,0,1073741888,0,5,1,begnign
0,0,1636302848,21848,262144,0,28,0,1107296320,0,0,1,begnign
0,0,16777216,25799,262144,0,28,0,1073741888,0,0,1,begnign
0,0,4194304,280143,262144,0,0,0,1073741888,0,114,1,begnign
0,0,16777216,68187,262144,0,28,0,1073741888,1,0,1,begnign
0,1,1307443200,348167,262144,0,28,0,1073741888,0,0,1,begnign
0,1,1297612800,420443,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1277493248,183234,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1472790528,160018,262144,0,28,0,1073741888,0,0,1,begnign
0,1,1635450880,278120,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1472331776,286557,1048576,0,28,0,1073741888,0,0,1,begnign
0,0,16777216,176544,262144,0,28,0,1073741888,0,7,1,begnign
0,0,16777216,43464,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1906900992,92257,262144,0,56,0,1073741888,0,0,1,begnign
0,0,1993408512,100604,262144,0,56,0,1073741888,0,0,1,begnign
0,0,1635319808,120636,262144,0,28,0,1073741888,0,0,1,begnign
1,0,1635188736,89127,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1634992128,180392,262144,0,28,0,1073741888,1,0,1,begnign
0,0,1906769920,50221,262144,0,56,0,1073741888,0,2,1,begnign
0,0,1633484800,201692,262144,0,28,0,1073741888,0,0,1,begnign
0,0,16777216,37181,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1633157120,35093,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1632829440,106056,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1632632832,100838,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1632567296,73258,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1632436224,151992,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1631911936,274510,262144,0,28,0,1073741888,0,0,1,begnign
0,0,4194304,117279,262144,0,0,0,1073741888,0,0,1,begnign
0,0,4194304,91008,262144,0,0,0,1073741888,0,0,1,begnign
0,0,4194304,90330,262144,0,0,0,1073741888,0,0,1,begnign
0,0,1631846400,21300,262144,0,28,0,1073741888,0,0,1,begnign
1,0,1631125504,714923,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1630863360,229227,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1607073792,125964,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1630535680,157477,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1522925568,553389,262144,0,28,0,1073741888,0,5,1,begnign
0,0,16777216,64084,262144,0,28,0,1073741888,0,0,1,begnign
0,0,16777216,137344,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1519321088,208712,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1629683712,101318,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1629159424,316570,262144,0,28,0,1073741888,1,24,1,begnign
0,0,16777216,23897,262144,0,28,0,1073741888,1,0,1,begnign
0,0,4194304,74916,1048576,0,0,0,1073741888,0,1,0,begnign
0,0,1629028352,142305,262144,0,28,0,1073741888,0,0,1,begnign
0,0,2008743936,123215,262144,0,56,0,1073741888,0,1,1,begnign
0,0,1925709824,24653,262144,0,28,0,1073741888,0,4,1,begnign
0,0,1472069632,239831,1048576,0,28,0,1073741888,0,0,1,begnign
0,0,1925578752,41766,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1905983488,56009,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1910308864,144508,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1994063872,83991,262144,0,56,0,1073741888,0,0,1,begnign
0,0,1476395008,331911,1048576,0,28,0,1073741888,0,0,1,begnign
0,0,1628897280,125368,262144,0,0,0,1073741888,1,0,1,begnign
0,0,1931870208,41935,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1940520960,93083,262144,0,56,0,1073741888,0,0,1,begnign
0,0,1497825280,92990,262144,0,28,0,1073741888,0,3,1,begnign
0,0,4194304,12927,262144,0,0,0,1073741888,0,0,1,begnign
0,0,1731002368,68860,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1952972800,308226,262144,0,56,0,1073741888,0,13,1,begnign
0,0,1935933440,239349,262144,0,28,0,1073741888,0,2,1,begnign
0,0,1628045312,113454,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1225457664,145358,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1974796288,215381,262144,0,56,0,1073741888,0,0,1,begnign
0,0,4194304,17390,262144,0,0,0,1073741888,0,0,1,begnign
0,0,1935802368,28193,262144,0,28,0,1073741888,0,0,1,begnign
0,0,4194304,60293,262144,0,28,0,1073741888,0,1,1,begnign
0,0,1627586560,121819,262144,0,56,0,1073741888,0,0,1,begnign
0,0,1854865408,453617,262144,0,56,0,1073741888,0,0,1,begnign
1,0,1839661056,961227,262144,0,56,0,1073741888,0,0,1,begnign
0,0,1625948160,164525,262144,0,56,0,1073741888,0,0,1,begnign
0,0,1924530176,869888,262144,0,28,0,1073741888,0,28,1,begnign
0,0,1625751552,38989,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1625620480,125072,1048576,0,28,0,1073741888,0,0,1,begnign
0,0,457048064,530870,1048576,6912,28,0,1073741888,0,0,1,begnign
0,0,456130560,379041,1048576,6912,28,0,1073741888,0,0,1,begnign
0,0,1224802304,547247,262144,0,28,0,1073741888,0,0,1,begnign
0,0,16777216,24644,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1476329472,57645,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1476198400,122621,262144,0,28,0,1073741888,0,0,1,begnign
0,1,1972174848,998505,262144,0,56,0,1073741888,1,7,1,begnign
0,0,1476132864,28105,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1961623552,43999,262144,0,56,0,1073741888,0,0,1,begnign
0,0,1484849152,252381,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1484521472,329603,262144,0,28,0,1073741888,0,0,1,begnign
0,0,16777216,165887,262144,0,28,0,1073741888,0,1,1,begnign
0,0,16777216,81300,1048576,0,28,0,1073741888,0,2,1,begnign
0,1,2116091904,3095006,262144,0,56,0,1073741888,0,22,1,begnign
0,0,4194304,1405094,262144,0,0,0,1073741888,0,0,1,begnign
0,1,1966800896,477139,262144,0,56,0,1073741888,0,0,1,begnign
0,0,4194304,95447,262144,0,0,0,1073741888,0,0,1,begnign
0,0,2090598400,2853411,262144,0,56,0,1073741888,1,3,1,begnign
0,1,1621950464,110185,262144,0,28,0,1073741888,0,1,1,begnign
0,0,1961558016,8785,262144,0,56,0,1073741888,0,0,1,begnign
0,0,1621884928,24276,262144,0,0,0,1073741888,0,3,1,begnign
0,1,1621622784,262190,262144,0,28,0,1073741888,0,6,1,begnign
0,0,16777216,96392,262144,0,28,0,1073741888,0,1,1,begnign
0,0,1626144768,321539,262144,0,28,0,1073741888,0,28,1,begnign
0,0,1982791680,69264,262144,0,56,0,1073741888,0,0,1,begnign
0,0,268435456,937547,1048576,0,0,0,1073741888,0,0,1,begnign
0,0,1952776192,202059,262144,0,56,0,1073741888,0,0,1,begnign
0,0,1662713856,104861,1048576,0,56,0,1073741888,0,0,1,begnign
0,0,1068564480,1889157,1048576,0,0,0,1073741888,0,0,1,begnign
0,0,1619132416,28879,262144,0,28,0,1073741888,0,0,1,begnign
0,0,452984832,1561958,1048576,9208,28,0,1073741888,0,0,1,begnign
0,0,458686464,397677,1048576,6912,28,0,1073741888,0,0,1,begnign
0,0,455933952,223405,1048576,6912,28,0,1073741888,0,0,1,begnign
0,0,455868416,99385,1048576,6912,28,0,1073741888,0,0,1,begnign
0,0,461373440,272196,1048576,6912,28,0,1073741888,0,0,1,begnign
0,0,1619001344,41309,262144,0,28,0,1073741888,0,4,1,begnign
0,0,1952579584,173850,262144,0,56,0,1073741888,0,0,1,begnign
0,0,456458240,246774,1048576,6912,28,0,1073741888,0,0,1,begnign
0,0,1224278016,313374,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1928396800,314967,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1618477056,47794,262144,0,0,0,1073741888,1,0,1,begnign
0,1,1575747584,288304,262144,0,28,0,1073741888,0,0,1,begnign
0,1,1974599680,112461,262144,0,28,0,1073741888,0,0,1,begnign
0,0,4194304,42370,262144,0,0,0,1073741888,0,0,1,begnign
0,0,1264648192,198530,262144,0,28,0,1073741888,0,0,1,begnign
0,0,16777216,387472,262144,0,28,0,1073741888,0,6,1,begnign
0,0,1613561856,41796,262144,0,28,0,1073741888,0,0,1,begnign
0,0,458096640,385662,1048576,6912,28,0,1073741888,0,0,1,begnign
0,0,1259405312,96015,262144,0,28,0,1073741888,1,0,1,begnign
0,1,1613299712,231099,262144,0,28,0,1073741888,0,1,1,begnign
0,0,1613234176,73374,262144,0,28,0,1073741888,0,1,1,begnign
0,0,1293942784,99394,262144,0,0,0,1073741888,0,0,1,begnign
0,0,1612382208,125618,1048576,0,0,0,1073741888,0,0,1,begnign
0,0,1612316672,26604,1048576,0,0,0,1073741888,0,0,1,begnign
0,0,1612185600,123981,262144,0,0,0,1073741888,0,5,1,begnign
0,1,1611988992,173586,262144,0,28,0,1073741888,0,8,1,begnign
0,0,458293248,125116,1048576,0,28,0,1073741888,0,0,1,begnign
0,0,455081984,434468,1048576,6912,28,0,1073741888,0,0,1,begnign
0,0,455540736,331950,1048576,6912,28,0,1073741888,0,0,1,begnign
0,0,458227712,43621,1048576,0,28,0,1073741888,0,0,1,begnign
0,0,454492160,618374,1048576,6912,28,0,1073741888,0,0,1,begnign
0,0,1935736832,56536,262144,0,28,0,1073741888,0,0,1,begnign
0,1,1235419136,174639,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1471873024,127085,1048576,0,28,0,1073741888,0,0,1,begnign
0,0,1269628928,415383,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1478885376,129117,262144,0,28,0,1073741888,0,1,1,begnign
0,0,1579483136,164655,262144,0,28,0,1073741888,0,0,1,begnign
0,0,4194304,118088,262144,0,0,0,1073741888,1,2,1,begnign
0,0,1913061376,42456,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1611923456,21684,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1611530240,37961,262144,0,28,0,1073741888,0,0,1,begnign
0,0,16777216,43817,262144,0,28,0,1073741888,0,0,1,begnign
1,1,1953300480,274136,262144,0,56,0,1073741888,0,4,1,begnign
0,0,456720384,313705,1048576,6912,28,0,1073741888,0,0,1,begnign
0,1,1607729152,552324,262144,0,28,0,1073741888,0,0,1,begnign
0,0,16777216,48933,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1963393024,121830,262144,0,28,0,1073741888,0,0,1,begnign
1,1,16777216,720103,262144,0,28,0,1073741888,0,17,1,begnign
1,1,1247870976,2111123,262144,0,28,0,1073741888,0,13,1,begnign
0,0,1608777728,186132,262144,0,28,0,1073741888,0,2,1,begnign
1,0,2009333760,162076,262144,0,56,0,1073741888,0,0,1,begnign
0,0,1946288128,1402278,1048576,0,28,0,1073741888,1,4,1,begnign
0,0,1933115392,1447342,1048576,0,28,0,1073741888,1,4,1,begnign
0,0,4194304,112212,262144,0,28,0,1073741888,0,0,1,begnign
0,0,2014052352,614383,1048576,0,0,0,1073741888,0,0,1,begnign
0,0,1979645952,451399,1048576,0,56,0,1073741888,0,0,1,begnign
0,0,2083782656,389609,1048576,0,56,0,1073741888,0,0,1,begnign
0,0,2008940544,397343,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1940193280,303375,1048576,0,0,0,1073741888,0,0,1,begnign
0,0,2013790208,63424,262144,0,28,0,1107296320,0,0,1,begnign
0,0,1941176320,148071,262144,0,28,0,1073741888,0,1,1,begnign
0,0,1935671296,45808,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1508769792,1479672,262144,0,28,0,1073741888,1,0,1,begnign
0,0,1607598080,98773,262144,0,28,0,1073741888,0,0,1,begnign
0,0,459735040,878667,1048576,6912,28,0,1073741888,0,0,1,begnign
0,0,1607270400,236378,262144,0,28,0,1073741888,0,1,1,begnign
0,0,1736507392,274049,262144,0,28,0,1073741888,1,0,1,begnign
0,0,1906049024,276339,262144,0,56,0,1073741888,1,0,1,begnign
0,0,459079680,680675,1048576,6912,28,0,1073741888,0,0,1,begnign
0,0,457703424,415808,1048576,6912,28,0,1073741888,0,0,1,begnign
0,1,1930231808,530752,262144,0,28,0,1073741888,0,2,1,begnign
0,1,1606352896,739226,262144,0,56,0,1073741888,0,2,1,begnign
0,0,1606287360,101353,262144,0,28,0,1073741888,1,0,1,begnign
0,1,1574240256,1151797,262144,0,56,0,1073741888,0,2,1,begnign
0,0,1606221824,52567,262144,0,0,0,1073741888,1,0,1,begnign
0,1,2093744128,1355708,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1487798272,71343,262144,0,0,0,1073741888,1,0,1,begnign
0,0,1606156288,70990,262144,0,0,0,1073741888,1,0,1,begnign
0,0,1935605760,58198,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1963261952,75187,262144,0,56,0,1073741888,0,0,1,begnign
0,0,1605632000,74861,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1605566464,56715,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1605500928,35884,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1963130880,95479,262144,0,56,0,1073741888,0,0,1,begnign
0,1,1352531968,318155,262144,9592,28,0,1073741888,0,6,1,begnign
0,0,268435456,74056,1048576,9592,0,0,1073741888,0,0,1,begnign
0,1,1353842688,234339,262144,9592,28,0,1073741888,0,1,1,begnign
0,0,1918566400,128086,262144,0,56,0,1073741888,0,5,1,begnign
0,1,1916403712,90453,262144,0,56,0,1073741888,0,2,1,begnign
0,0,1247739904,40577,262144,0,28,0,1073741888,1,0,1,begnign
0,1,1180631040,177256,262144,0,28,0,1073741888,0,0,1,begnign
0,1,16777216,182487,262144,0,28,0,1073741888,0,3,1,begnign
0,0,16777216,56027,262144,0,28,0,1073741888,0,1,1,begnign
0,0,1604059136,90243,262144,0,28,0,1073741888,0,0,1,begnign
0,0,16777216,70400,262144,0,28,0,1073741888,1,0,1,begnign
0,0,1603928064,73919,262144,0,56,0,1073741888,0,0,1,begnign
0,0,1481965568,81179,262144,0,28,0,1073741888,0,1,1,begnign
0,1,1603534848,54456,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1971978240,20032,262144,0,56,0,1073741888,0,0,1,begnign
0,0,16777216,25363,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1603469312,35376,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1469972480,101822,262144,0,28,0,1073741888,0,0,1,begnign
0,0,16777216,62333,262144,0,28,0,1073741888,0,0,1,begnign
0,0,16777216,148645,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1608318976,397740,262144,0,56,0,1073741888,0,0,1,begnign
0,1,1968504832,653697,262144,0,28,0,1073741888,1,4,1,begnign
1,0,16777216,166716,262144,0,28,0,1073741888,1,0,1,begnign
0,0,1910964224,232314,262144,0,0,0,1073741888,1,0,1,begnign
0,0,1602945024,368998,262144,0,0,0,1073741888,1,0,1,begnign
0,0,1602748416,178004,262144,0,28,0,1073741888,0,2,1,begnign
0,0,1950416896,428305,262144,0,56,0,1073741888,0,0,1,begnign
1,0,2009923584,241255,262144,0,56,0,1073741888,0,0,1,begnign
0,0,1907032064,294338,262144,0,0,0,1073741888,1,0,1,begnign
1,1,1601699840,888094,262144,0,28,0,1073741888,0,10,1,begnign
0,0,1908408320,28407,262144,0,56,0,1073741888,0,0,1,begnign
0,1,1608712192,38389,262144,0,28,0,1073741888,0,0,1,begnign
0,0,16777216,337455,262144,0,28,0,1073741888,0,1,1,begnign
0,0,25165824,127770,1048576,0,28,0,1073741888,0,0,1,begnign
0,1,2112094208,1653698,262144,0,56,0,1073741888,0,157,1,begnign
0,0,16777216,55113,262144,0,28,0,1073741888,1,0,1,begnign
0,0,1908736000,75069,262144,0,56,0,1073741888,0,0,1,begnign
0,0,1908473856,269026,262144,0,56,0,1073741888,0,0,1,begnign
0,0,1907490816,365086,262144,0,56,0,1073741888,0,0,1,begnign
0,1,1601437696,254617,262144,0,28,0,1073741888,0,7,1,begnign
0,0,1600978944,130653,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1600782336,38680,262144,0,0,0,1073741888,1,0,1,begnign
0,0,1600520192,43398,262144,0,28,0,1073741888,0,0,1,begnign
0,0,16777216,101082,262144,0,28,0,1073741888,0,1,1,begnign
0,0,1517551616,64215,262144,0,28,0,1073741888,1,0,1,begnign
0,0,16777216,113497,262144,0,28,0,1073741888,1,1,1,begnign
0,0,16777216,1144858,262144,0,28,0,1073741888,1,26,1,begnign
0,0,2089943040,621751,262144,0,56,0,1073741888,1,0,1,begnign
1,0,1987510272,77409,262144,0,56,0,1073741888,0,0,1,begnign
0,0,1910636544,88403,262144,0,28,0,1073741888,0,0,1,begnign
0,0,4194304,2044802,262144,0,28,0,1073741888,1,0,1,begnign
0,0,1907949568,59247,262144,0,56,0,1073741888,0,0,1,begnign
0,0,1906638848,101078,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1597964288,37694,262144,0,28,0,1073741888,1,4,1,begnign
0,0,1916928000,68865,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1993015296,116931,262144,0,56,0,1073741888,1,0,1,begnign
0,0,1918500864,89992,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1915617280,220964,262144,0,56,0,1073741888,0,0,1,begnign
0,0,1597898752,64484,262144,0,28,0,1073741888,1,0,1,begnign
0,0,1917976576,504146,262144,0,56,0,1073741888,0,1,1,begnign
0,0,1915158528,487627,262144,0,56,0,1073741888,0,0,1,begnign
0,0,4194304,2200551,262144,0,56,0,1073741888,1,0,1,begnign
0,0,1597636608,94940,262144,0,28,0,1073741888,0,0,1,begnign
0,0,16777216,94139,262144,0,28,0,1073741888,0,1,1,begnign
0,0,1597571072,82697,262144,0,28,0,1073741888,0,0,1,begnign
0,1,1989541888,186834,262144,0,56,0,1073741888,1,4,1,begnign
0,0,251658240,467875,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1597505536,45092,262144,0,28,0,1073741888,0,0,1,begnign
0,1,1481506816,260580,262144,0,28,0,1073741888,0,2,1,begnign
0,0,1597440000,46541,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1597308928,82850,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1481441280,55268,262144,0,28,0,1073741888,0,1,1,begnign
0,0,1597243392,74432,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1597177856,49266,262144,0,0,0,1073741888,1,0,1,begnign
1,0,1596981248,165093,262144,0,28,0,1073741888,0,5,1,begnign
0,0,16777216,161868,262144,0,28,0,1073741888,0,0,1,begnign
1,0,1596850176,77115,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1944911872,309496,262144,0,56,0,1073741888,1,0,1,begnign
1,0,1596522496,323307,262144,0,28,0,1073741888,0,9,1,begnign
0,1,1596391424,127919,262144,0,28,0,1073741888,0,4,1,begnign
0,0,1596129280,66404,262144,0,28,0,1073741888,1,0,1,begnign
0,0,1934884864,270625,262144,0,56,0,1073741888,0,0,1,begnign
0,0,1256652800,58978,262144,0,28,0,1073741888,0,0,1,begnign
0,0,16777216,56448,262144,0,28,0,1073741888,0,1,1,begnign
0,0,1263468544,49488,262144,0,28,0,1073741888,0,0,1,begnign
0,1,1595670528,138466,262144,0,28,0,1073741888,0,0,1,begnign
0,0,16777216,116042,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1988624384,34000,262144,0,28,0,1073741888,0,1,1,begnign
0,0,1295843328,133884,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1230635008,124513,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1719861248,77940,262144,0,28,0,1073741888,0,0,1,begnign
0,0,528744448,124168,262144,0,0,0,1073741888,0,3,1,begnign
0,0,1263403008,80618,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1252786176,292665,262144,0,28,0,1073741888,0,0,1,begnign
0,0,4194304,77753,262144,0,0,0,1073741888,0,0,1,begnign
0,0,1294073856,147564,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1256718336,45520,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1930821632,84472,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1575550976,25257,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1259536384,57577,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1599275008,63878,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1639383040,198676,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1989738496,1352122,262144,0,56,0,1073741888,0,1,1,begnign
0,0,1958608896,163543,262144,0,56,0,1073741888,0,0,1,begnign
0,0,1593966592,25293,262144,0,0,0,1073741888,0,0,1,begnign
0,0,1997471744,594129,262144,0,56,0,1073741888,0,0,1,begnign
0,0,1910046720,124365,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1909981184,80950,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1959329792,142719,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1593835520,152530,262144,0,28,0,1073741888,0,1,1,begnign
0,0,1593704448,148312,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1909915648,76195,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1910177792,127153,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1519976448,159345,262144,0,28,0,1073741888,0,0,1,begnign
1,0,16777216,100955,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1592852480,720259,262144,0,28,0,1073741888,0,0,1,begnign
0,0,16777216,264249,262144,0,28,0,1073741888,0,12,1,begnign
0,1,1591410688,77731,262144,0,28,0,1073741888,1,1,1,begnign
0,0,16777216,97000,262144,0,28,0,1073741888,1,1,1,begnign
0,0,1254752256,165797,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1729822720,169834,262144,0,28,0,1073741888,0,0,1,begnign
0,1,1298268160,360565,262144,0,28,0,1073741888,0,0,1,begnign
0,1,1730674688,161938,262144,0,28,0,1073741888,0,0,1,begnign
1,0,1270153216,591173,262144,0,28,0,1073741888,0,0,1,begnign
0,0,16777216,112022,262144,0,28,0,1073741888,0,1,1,begnign
0,0,1589313536,53442,262144,0,28,0,1073741888,0,0,1,begnign
0,0,1589116928,213608,262144,0,28,0,1073741888,0,1,1,begnign
0,0,16777216,85303,262144,0,28,0,1073741888,1,0,1,begnign
1,0,1588920320,116818,262144,0,28,0,1073741888,1,3,1,begnign
0,1,1917583360,345063,262144,0,56,0,1073741888,1,0,1,begnign
