@relation 'virus-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.WrapperSubsetEval -B weka.classifiers.trees.J48 -F 5 -T 0.01 -R 1 -- -C 0.25 -M 2-Sweka.attributeSelection.BestFirst -D 1 -N 5'

@attribute AddressSub numeric
@attribute InnerSub numeric
@attribute RemoteSub numeric
@attribute QuotientStartNodeId numeric
@attribute QuotientRemoteSub numeric
@attribute QuotientStartGraphNodes numeric
@attribute StartNondirectedGraph numeric
@attribute SumofAbExterSub numeric
@attribute SumofAbInnerSub numeric
@attribute QuotientofAbsolutedNodes numeric
@attribute SumofFinalExterSub numeric
@attribute SumofFinalInnerSub numeric
@attribute MaxGraphNodes numeric
@attribute result {virus,begnign}

@data
120,2,2,1.64,101.5,203,1,1,0,50.75,77,2,88,begnign
76,2,6,3.6,46.17,1.35,272,4,0,55.4,188,2,205,begnign
22,2,4,5.69,22.75,1.26,89,0,0,45.5,62,2,72,begnign
135,2,4,1.45,51.25,205,1,0,0,18.64,63,2,77,begnign
76,2,18,2.07,8.39,2.96,115,4,0,4.19,50,2,51,begnign
165,2,4,1.62,66.5,19,258,0,0,53.2,94,2,77,begnign
79,4,21,2.6,8.43,1.12,165,8,1,14.75,64,2,158,begnign
3172,2,563,1.67,7.31,205.65,3485,19,0,6.97,356,2,1428,begnign
2079,2,0,4.36,0,416.4,1681,0,0,5.85,0,2,605,begnign
207,2,35,338,9.66,30.73,318,0,0,37.56,93,2,156,begnign
92,2,16,3.55,12.88,41.2,5,0,0,25.75,95,2,69,begnign
581,2,28,2.37,28.39,79.5,739,4,0,17.28,179,2,375,begnign
1895,0,39,1.14,56.59,47.98,1808,5,0,5.63,267,0,1377,begnign
151,0,118,65.2,2.76,9.06,305,0,0,32.6,56,0,71,begnign
174,1,230,2.37,1.8,34.58,12,0,0,7.83,9,0,120,begnign
34,1,11,2.11,6.73,9.25,8,0,0,18.5,27,0,38,begnign
16,2,2,3.5,24.5,3.27,40,0,0,49,28,2,26,begnign
409,0,21,318.5,30.33,31.85,608,0,0,35.39,206,0,255,begnign
144,2,4,1.63,57.75,33,216,0,0,57.75,80,2,90,begnign
1244,2,13,269.4,103.62,192.43,7,0,0,3.7,87,2,315,begnign
3,1,3,6.67,6.67,2.86,7,0,0,0,12,0,11,begnign
1338,2,235,844,7.18,73.39,1437,5,0,8.27,107,2,232,begnign
1299,0,129,2005,15.54,125.31,1832,0,0,12.15,576,0,464,begnign
42,0,5,0,27.2,45.33,3,0,0,136,88,0,42,begnign
308,0,35,1.68,14.74,22.43,510,0,0,258,172,0,365,begnign
61,4,8,3.24,18.62,1.31,131,3,0,8.28,72,3,114,begnign
62,0,0,0,0,0,0,0,0,59.5,57,0,23,begnign
274,2,14,16.48,31.79,13.91,418,0,0,29.67,154,2,178,begnign
2046,2,21,7.57,114.33,3.6,2255,2,0,20.01,329,2,1407,begnign
38,2,38,8.73,2.53,3.43,84,0,0,32,17,2,57,begnign
3,0,0,3.33,0,2.5,7,1,0,3.33,5,0,4,begnign
358,2,6,70,81.67,44.55,484,0,0,81.67,123,2,238,begnign
98,2,11,0,16,176,1,0,0,88,64,2,148,begnign
424,0,0,1.09,0,461,1,1,0,19.21,35,0,100,begnign
432,0,0,1.09,0,469,1,1,0,17.37,35,0,86,begnign
340,2,30,1.23,15.03,16.7,427,1,0,18.79,77,2,111,begnign
48,2,2,0,52.5,105,1,0,0,26.25,52,2,96,begnign
410,2,2,2.54,298.5,3.69,567,1,0,29.85,181,2,232,begnign
405,2,2,2.57,296,3.65,562,1,0,29.6,181,2,227,begnign
436,2,33,1.18,16.91,558,1,1,0,20.67,85,2,135,begnign
441,2,33,1.18,17.06,563,1,1,0,20.85,85,2,133,begnign
122,3,14,2.49,22.79,2.4,304,4,0,29,175,0,133,begnign
37,0,37,0,2.86,0,0,0,0,0,32,0,0,begnign
234,2,6,0,49.5,37.12,8,0,0,11.88,54,2,78,begnign
31,0,7,4.09,13.43,94,1,0,0,31.33,55,0,36,begnign
12,0,1,17.5,35,3.18,12,0,0,0,21,0,19,begnign
82,0,4,6.85,34.25,6.85,137,0,0,0,50,0,92,begnign
188,2,18,1.35,15.61,281,1,4,0,25.55,68,2,109,begnign
160,2,26,1.37,9.92,17.2,246,3,0,21.5,66,2,121,begnign
152,2,9,1.45,24.89,4.57,218,1,0,37.33,59,2,110,begnign
407,2,27,8.94,23.52,19.84,612,0,0,33.42,198,2,127,begnign
559,2,16,1.23,44.44,711,1,1,0,19.22,132,2,347,begnign
239,166,28,2.89,19.32,1.38,520,4,4,60.11,98,39,392,begnign
215,2,43,2,8.7,46.75,8,0,0,93.5,113,2,141,begnign
588,0,17,76.9,45.24,64.08,760,0,0,109.86,163,0,481,begnign
974,2,32,1.37,38.53,24.18,1165,10,0,20.9,214,2,500,begnign
291,0,6,1.55,74,37,382,0,0,9.65,146,0,160,begnign
30,0,2,2.83,41,3.57,82,0,0,0,49,0,67,begnign
181,2,25,2.05,14.4,9.47,344,0,0,22.5,151,2,143,begnign
30,0,3,0,24,4.5,72,0,0,0,38,0,65,begnign
832,0,1,4.35,1030,5.51,1016,0,0,73.57,196,0,290,begnign
2,0,0,4.5,0,4.5,2,0,0,0,6,0,5,begnign
10,2,6,18.25,12.17,1.09,67,5,0,12.17,49,2,67,begnign
32,0,8,1.91,7.62,10.17,50,0,0,61,20,0,18,begnign
382,2,2,2.26,265,6.24,505,0,0,23.04,143,2,228,begnign
246,2,8,2.96,52.25,10.2,411,0,0,418,161,2,208,begnign
233,2,101,1.32,3.55,15.61,306,3,0,9.97,19,2,44,begnign
231,2,101,1.32,3.55,15.61,310,3,0,9.7,21,2,45,begnign
1,0,0,0,0,2,1,0,0,1,0,0,1,begnign
528,0,48,9.86,15.6,57.62,745,0,0,187.25,172,0,248,begnign
154,2,1,1.68,229,25.44,225,0,0,114.5,71,2,94,begnign
2,0,1,5,5,5,1,0,0,5,1,0,4,begnign
2,0,1,5,5,5,1,0,0,5,1,0,4,begnign
2,0,1,5,5,5,1,0,0,5,1,0,4,begnign
2,0,1,5,5,5,1,0,0,5,1,0,4,begnign
2,0,1,5,5,5,1,0,0,5,1,0,4,begnign
948,2,7,11.85,147.29,171.83,6,0,0,22.41,73,2,265,begnign
967,0,18,10.78,65.28,21.36,1073,0,0,13.66,189,0,100,begnign
2757,0,37,1538.5,83.16,32.73,2666,0,0,9.65,282,0,679,begnign
398,2,6,2.07,88.83,28.05,485,0,0,14.41,126,2,198,begnign
112,0,1,0,179,179,1,0,0,89.5,65,0,171,begnign
250,2,6,2.08,80.33,9.27,456,0,0,40.17,223,2,149,begnign
543,2,36,1.4,20.92,32.74,614,0,0,11.77,171,2,83,begnign
463,2,14,1.41,46,14.31,580,0,0,10.73,164,2,121,begnign
91,2,4,2.17,38,25.33,145,0,0,76,54,2,35,begnign
386,0,28,0,16.36,9.35,427,0,0,35.23,43,0,252,begnign
399,2,26,1.35,18.35,26.5,476,0,0,477,49,2,174,begnign
45,2,15,4.97,10.6,1.1,146,2,0,22.71,94,2,145,begnign
126,8,31,6.8,8.77,1.04,266,5,0,45.33,100,4,261,begnign
2750,2,76,6.95,38.16,14.72,2108,1,0,4,70,2,290,begnign
3,0,1,10,10,10,1,0,0,10,5,0,8,begnign
127,2,14,2.61,22.71,2.39,314,4,0,79.5,170,2,172,begnign
307,2,15,5.85,32.73,4.38,461,0,0,18.19,166,2,360,begnign
541,2,10,2.2,72.5,15.76,710,0,0,145,171,2,232,begnign
313,2,8,31.86,55.75,18.58,434,0,0,55.75,122,2,235,begnign
930,0,7,1.2,152.14,8.73,1055,0,0,177.5,127,0,215,begnign
344,2,21,3.4,23.62,31,487,0,0,165.33,128,2,219,begnign
1874,2,55,5.47,39.67,90.92,2152,0,0,99.18,250,2,536,begnign
123,0,16,1.49,12.94,7.67,195,1,0,34.5,66,0,124,begnign
176,2,47,1.95,9,3.81,415,5,0,70.5,192,2,235,begnign
8,0,0,9,0,18,2,0,0,0,27,0,17,begnign
5,0,0,4.6,0,23,1,2,0,7.67,15,0,12,begnign
2,0,0,3.5,0,7,1,0,0,7,4,0,4,begnign
9,0,2,4.57,16,3.56,9,0,0,0,20,0,18,begnign
58,0,0,0,0,0,0,0,0,6.78,3,0,12,begnign
512,9,8,2.27,81.75,43.6,583,0,0,18.17,124,5,170,begnign
349,2,9,1.26,50.33,453,1,2,0,23.84,90,2,245,begnign
54,0,7,1.98,17.29,121,1,1,0,24.2,58,0,53,begnign
12,0,0,3.25,0,1.5,39,0,0,0,26,0,26,begnign
1096,464,5,2.72,360.2,8.62,1472,4,26,5.85,218,63,702,begnign
20,3,21,4.83,4.14,1.06,82,0,0,43.5,42,2,82,begnign
152,2,27,2.41,12.96,10.29,337,0,0,50,168,2,271,begnign
611,2,7,3.97,115.14,35.04,695,0,0,8.31,185,2,194,begnign
183,2,15,8.86,21.27,10.29,308,2,0,29,116,2,83,begnign
311,2,24,1.22,17.08,410,1,0,0,12.06,72,2,122,begnign
106,0,2,1.57,85,170,1,1,0,14.17,60,0,37,begnign
321,2,0,1.26,0,408,1,1,0,17.74,83,2,166,begnign
72,0,2,1.72,62,31,4,0,0,0,49,0,71,begnign
580,2,24,411.5,34.29,9.57,794,0,0,32.92,216,2,340,begnign
446,408,4,2.21,254.5,4.87,903,2,27,9.17,141,59,450,begnign
7,5,4,6.57,11.5,1.15,40,3,1,7.67,26,3,40,begnign
38,0,6,2.61,15.67,11.75,8,0,0,0,49,0,33,begnign
37,2,1,11,99,3.3,99,0,0,0,58,2,67,begnign
16,4,5,5.07,15.2,1.07,71,4,0,15.2,46,3,71,begnign
24,0,0,12.4,0,2.38,56,0,0,0,37,0,26,begnign
5,0,0,0,0,0,0,0,0,0,5,0,5,begnign
32,0,1,2.4,72,1.8,66,0,0,0,38,0,40,begnign
40,2,0,6.8,0,3.64,102,0,0,0,59,2,47,begnign
19,0,2,2.87,21.5,1.87,43,0,0,0,21,0,23,begnign
724,2,28,1.4,32.11,29,800,2,0,15.5,142,2,198,begnign
557,2,83,2.07,10.06,24.56,783,0,0,23.86,192,2,397,begnign
78,2,17,5.93,9.76,7.55,149,0,0,83,68,2,68,begnign
75,0,2,2.95,59,19.67,6,0,0,59,40,0,101,begnign
15,3,9,5.07,7.89,1.18,61,8,1,7.1,35,1,60,begnign
35,69,2,8,88,1.44,169,0,2,88,66,17,122,begnign
570,2,7,7.45,104.29,730,1,0,0,20.28,150,2,263,begnign
47,2,4,71,17.75,71,1,0,0,23.67,17,2,17,begnign
314,2,6,3.46,83,2.31,467,1,0,26.21,174,2,216,begnign
70,0,10,14.25,11.4,14.25,8,0,0,28.5,33,0,60,begnign
0,0,0,0,0,1,1,0,0,1,0,0,0,begnign
2933,63,223,2.13,16.03,155.43,1520,1,40,1.79,202,4,215,begnign
754,13,155,2.66,6.77,69.93,438,5,2,1.78,76,3,223,begnign
119,2,6,11.42,36.17,9.43,196,0,0,12.76,89,2,80,begnign
78,106,1,12.14,255,2.02,228,0,8,12.75,67,16,148,begnign
148,0,5,68.33,41,13.67,167,0,0,8.2,51,0,62,begnign
207,180,1,2.47,513,3.69,439,0,5,23.32,55,50,290,begnign
141,0,20,8.26,9.5,27.14,188,0,0,95,28,0,125,begnign
113,0,22,5.96,7.32,26.83,158,0,0,161,25,0,81,begnign
174,0,23,9.04,9.83,25.11,225,0,0,226,28,0,128,begnign
188,2,6,2.08,44.67,8.93,260,0,0,67,71,2,86,begnign
357,2,13,2.98,38.92,29.76,459,0,0,13.68,133,2,219,begnign
431,2,4,0,129.5,259,2,0,0,18.5,80,2,344,begnign
990,0,22,1.14,52.32,1151,1,0,0,3.86,138,0,63,begnign
92,3,4,2.13,48,1.2,187,5,0,38.4,87,2,160,begnign
56,0,1,13.38,107,2.82,100,0,0,107,49,0,64,begnign
10,3,16,9.78,5.5,1.19,77,0,0,8,58,2,74,begnign
1947,0,65,8.2,35.83,34.25,2215,0,0,24.52,316,0,511,begnign
106,0,16,1.51,11.5,7.36,173,1,0,36.8,60,0,98,begnign
94,2,10,188,18.8,31.33,6,0,0,94,81,2,171,begnign
16,0,1,15.5,31,15.5,2,0,0,0,13,0,28,begnign
1,3,3,0,6,1,18,0,0,0,10,2,0,begnign
278,614,6,8.35,194.83,5.08,859,0,107,4.85,213,71,230,begnign
129,32,2,10.14,142,2.12,274,5,0,28.4,115,18,134,begnign
25,0,0,2.56,0,64,1,0,0,16,38,0,22,begnign
1104,2,10,1.18,122.7,34.08,1064,1,0,8.58,109,2,111,begnign
11,3,5,5,10,1,50,0,0,0,30,2,0,begnign
47,2,3,4.6,38.33,14.38,8,0,0,0,62,2,48,begnign
181,0,2,50.33,151,8.63,293,0,0,43.14,118,0,149,begnign
11,2,9,3.36,4.11,37,1,0,0,18.5,14,2,24,begnign
217,0,12,1.41,26.92,323,1,1,0,10.42,92,0,94,begnign
5,0,13,8,1.85,12,2,0,0,2,5,0,2,begnign
151,2,7,2.48,35.43,9.54,227,0,0,35.43,87,2,100,begnign
59,2,2,51,76.5,21.86,7,0,0,19.12,89,2,44,begnign
50,0,0,1.86,0,6.2,85,2,0,11.62,40,0,38,begnign
5,72,1,63.5,127,1.18,117,0,2,31.75,47,19,108,begnign
734,2,26,5.16,33.73,54.81,789,1,0,16.87,113,2,187,begnign
1602,2,31,2.37,60.03,116.31,1783,4,0,33.23,221,2,680,begnign
41,3,8,2.66,14.62,1.14,116,0,0,117,64,2,103,begnign
1383,2,6,6.91,253.33,72.38,1013,0,0,3.39,128,2,217,begnign
1154,2,14,1327,94.79,442.33,1097,2,0,6.98,154,2,65,begnign
375,2,14,3.89,35.57,31.12,456,0,0,21.65,106,2,123,begnign
725,2,5,402.5,161,805,1,1,0,2.99,71,2,43,begnign
2750,2,7,20.55,431.57,431.57,2788,0,0,14.96,261,2,664,begnign
2559,0,22,14.46,126.86,164.18,2233,1,0,6.05,208,0,209,begnign
1627,2,35,1.21,55.26,96.7,1850,1,0,24.79,268,2,525,begnign
23,2,17,3.81,3.59,8.71,7,0,0,4.36,18,2,14,begnign
15,2,1,0,34,17,2,0,0,34,15,2,23,begnign
47,3,12,2.49,11.42,1.03,133,4,0,34.25,70,2,133,begnign
130,11,92,1.74,2.87,11.48,133,0,1,2.28,23,2,38,begnign
1418,390,4,2.54,517.25,295.57,1404,4,25,3.19,241,53,438,begnign
155,281,2,4.15,269.5,77,465,1,22,8.17,89,36,275,begnign
526,2,25,2.84,26.24,41,589,0,0,21.87,102,2,182,begnign
436,2,12,1.22,45.67,548,1,2,0,9.79,95,2,111,begnign
59,125,5,5.23,54.4,1.59,258,0,4,30.22,80,33,171,begnign
106,154,4,4.08,89.75,2.48,332,1,5,27.62,91,40,145,begnign
44,3,12,2.31,9.83,1.01,117,0,0,118,58,2,117,begnign
186,2,5,1.65,58.6,19.53,280,0,0,26.64,99,2,77,begnign
58,0,0,3.82,0,28,3,0,0,0,25,0,74,begnign
35,0,2,1.68,31,4.13,59,2,0,20.67,22,0,29,begnign
17,0,1,8.33,50,7.14,7,0,0,0,31,0,25,begnign
752,0,44,40.42,22.05,29.39,954,0,0,80.83,173,0,584,begnign
241,2,22,2.19,17.05,62.5,6,0,0,93.75,109,2,153,begnign
30,3,16,5.44,5.44,1.09,82,2,0,17.4,35,2,80,begnign
197,2,34,2.17,9.97,33.9,10,0,0,42.38,105,2,147,begnign
17,0,0,0,0,0,0,0,0,0,16,0,17,begnign
18,3,12,4.24,6,1.18,65,3,1,10.29,35,1,61,begnign
1340,2,100,1.9,17.21,21.25,1705,0,0,143.42,278,2,532,begnign
243,0,3,1.28,105,63,308,0,0,157.5,68,0,171,begnign
275,2,11,187.5,34.09,20.83,365,0,0,37.5,86,2,79,begnign
631,2,53,1.55,15.85,120,7,0,0,17.14,153,2,228,begnign
183,0,29,1.96,9.28,134.5,2,0,0,134.5,56,0,52,begnign
83,0,28,2.82,5.04,10.85,141,0,0,0,29,0,119,begnign
114,2,10,27.86,19.5,1.23,190,4,0,39,64,2,159,begnign
563,0,94,1.51,8.6,115.43,800,1,0,101,149,0,252,begnign
185,0,2,1.28,119.5,239,1,1,0,119.5,50,0,126,begnign
174,0,5,1.31,46.8,58.5,4,0,0,117,54,0,63,begnign
75,0,4,1.75,34.5,34.5,4,2,0,27.6,56,0,77,begnign
87,2,10,1.74,14.3,20.43,133,0,0,17.88,43,2,59,begnign
57,2,28,0,4.04,0,0,0,0,113,26,2,65,begnign
48,0,6,31.67,15.83,13.57,91,0,0,0,40,0,50,begnign
28,2,9,0,8.22,12.33,71,0,0,24.67,34,2,30,begnign
125,0,31,2.04,7.35,16.29,216,0,0,38,71,0,109,begnign
345,0,32,1.77,17.25,50.18,535,0,0,138,174,0,237,begnign
157,2,3,2.72,74.33,14.87,208,0,0,22.3,60,2,124,begnign
370,2,9,1.41,56.78,34.07,476,0,0,19.65,129,2,77,begnign
16,2,4,6,19.5,1.1,71,4,0,19.5,51,2,71,begnign
24,3,6,5,14.17,1.13,75,8,1,8.5,43,1,75,begnign
613,0,16,1.26,49.44,12.97,715,0,0,10.84,161,0,221,begnign
774,2,38,1.53,26.55,23.47,771,0,0,6.35,194,2,119,begnign
1,0,0,10,0,2.5,4,0,0,0,8,0,6,begnign
6,0,0,0,0,7,1,0,0,1,0,0,1,begnign
203,2,20,2.46,19.3,4.77,363,1,0,20.32,159,2,183,begnign
208,0,38,1.2,6.5,247,1,0,0,19,0,0,80,begnign
762,2,25,1.28,40.24,1006,1,0,0,18.98,216,2,253,begnign
74,2,6,21.83,21.83,18.71,7,0,0,5.46,48,2,64,begnign
478,2,17,1.09,31.94,543,1,2,0,20.88,43,2,384,begnign
478,2,24,194.67,24.33,17.18,545,0,0,14.97,79,2,248,begnign
34,5,7,4.15,16,1.75,103,3,0,18.67,62,3,64,begnign
385,2,15,1.65,35.8,3.42,478,3,0,9.42,131,2,157,begnign
4,3,4,20.67,15.5,1.02,61,0,0,62,50,2,61,begnign
86,0,6,1.68,25.83,155,1,1,0,51.67,61,0,94,begnign
88,4,3,2.07,60,1.03,175,5,0,36,79,3,175,begnign
166,0,19,248,13.05,35.43,234,0,0,82.67,62,0,64,begnign
367,2,9,1.88,75.67,3.87,625,12,1,13.1,290,1,355,begnign
1,0,0,7,0,1,7,0,0,0,5,0,0,begnign
54,3,4,29.2,36.5,1.04,145,0,0,146,84,2,141,begnign
129,0,30,0,10.2,38.25,288,0,0,21.86,146,0,157,begnign
10,2,3,8.57,20,1.09,55,5,0,12,39,2,55,begnign
5,2,4,9,6.75,1.04,26,0,0,27,15,2,26,begnign
391,2,22,8.69,27.64,60.8,10,0,0,28.95,192,2,191,begnign
44,4,19,3.26,7.37,1,140,0,0,0,72,3,0,begnign
67,0,8,2.67,22,29.33,6,0,0,19.56,100,0,86,begnign
538,9,11,1.38,67.18,32.13,674,0,0,13.94,179,4,126,begnign
3547,843,13,11.12,384.92,28.43,3125,8,36,2.79,386,120,653,begnign
783,2,16,1.27,60.69,57.12,904,2,0,15.92,167,2,665,begnign
30,3,10,4.03,11.7,1.16,103,4,1,8.36,69,1,101,begnign
16,3,6,4.06,11.5,1.01,68,0,0,69,43,2,68,begnign
133,2,22,84,11.45,28,225,0,0,10.08,94,2,68,begnign
13,3,8,78,9.75,2.44,64,5,0,11.14,48,2,32,begnign
1743,4,28,115.29,70,245,1865,0,0,21.54,184,3,1005,begnign
2254,0,31,839,81.19,24.68,2309,1,0,15.54,230,0,1161,begnign
0,0,0,0,0,1,3,0,0,0,2,0,0,begnign
42,0,0,6.83,0,82,1,0,0,41,39,0,31,begnign
42,0,0,6.83,0,82,1,0,0,41,39,0,31,begnign
168,2,11,1.39,22.91,252,1,1,0,126,69,2,148,begnign
120,0,1,1.47,178,178,1,1,0,25.43,55,0,65,begnign
13,0,1,3.43,48,8,43,3,0,9.6,30,0,18,begnign
23,3,13,4.1,6.31,1.01,81,0,0,82,42,2,81,begnign
81,2,1,34.25,137,1.43,127,0,0,45.67,52,2,96,begnign
190,195,1,3.26,493,3.76,425,1,5,9.3,86,44,149,begnign
20,0,1,14.33,43,1.59,43,0,0,0,21,0,27,begnign
116,2,4,1.46,40.75,40.75,4,0,0,40.75,40,2,64,begnign
3418,0,37,606,98.27,77.36,3264,0,0,10.57,180,0,1386,begnign
1436,2,47,3.83,37.36,250.86,7,2,0,8.32,268,2,416,begnign
432,2,20,3.48,29.05,3.28,577,0,0,290.5,126,2,328,begnign
8,1,15,3.56,2.13,4.57,7,0,0,2.46,7,0,7,begnign
14,3,8,40,10,2.35,66,5,0,11.43,49,2,34,begnign
140,2,11,291,26.45,72.75,262,0,0,16.17,137,2,109,begnign
24,4,21,3.29,3.76,1.03,78,0,0,79,28,3,77,begnign
11,0,12,3.1,2.58,4.43,7,0,0,2.21,7,0,7,begnign
82,2,1,3.84,146,1.59,122,0,0,29.2,60,2,92,begnign
167,2,6,3.11,46.17,3.01,255,0,0,34.62,101,2,92,begnign
137,2,93,1.45,3.28,15.25,219,10,0,4.49,62,2,57,begnign
172,2,10,3.27,33.7,2.07,324,1,0,30.64,151,2,163,begnign
635,2,36,1.43,25.17,3.84,773,4,0,13.13,228,2,236,begnign
587,7,9,1.3,84.67,1.09,754,0,0,95.25,158,5,702,begnign
10,0,0,3.89,0,35,1,0,0,35,24,0,26,begnign
221,2,5,1.51,66.4,3.73,328,0,0,83,103,2,192,begnign
4123,2,30,403.73,148.03,54.16,4095,0,0,14.14,285,2,766,begnign
159,2,6,2.11,51,3.22,277,4,0,18,134,2,124,begnign
35,0,14,1.89,4.71,4.4,53,0,0,22,16,0,19,begnign
284,2,8,4.69,44,6.18,347,0,0,70.4,57,2,110,begnign
130,2,3,32.25,86,14.33,254,0,0,64.5,122,2,106,begnign
20,2,7,5.12,12.43,1,87,0,0,0,57,2,0,begnign
19,2,0,3.88,0,9.43,7,0,0,66,44,2,54,begnign
35,0,0,6.68,0,18.14,125,0,0,0,91,0,51,begnign
33,3,10,2.58,9.8,1.01,97,0,0,98,51,2,97,begnign
2586,95,26,1.44,113.92,164.56,2382,7,20,5.25,226,19,323,begnign
315,164,6,2.55,107.33,2.02,500,1,2,4.77,120,47,319,begnign
312,4,14,1.85,32.43,75.67,368,0,0,5.4,123,1,279,begnign
1118,17,19,2.85,72.37,76.39,889,0,1,2.85,212,8,506,begnign
1864,16,24,1.77,94.17,15.59,1612,0,2,3.57,350,6,475,begnign
209,2,8,1.68,39,20.8,287,0,0,34.67,92,2,81,begnign
125,2,5,1.73,40.4,13.47,181,0,0,18.36,69,2,77,begnign
140,2,9,1.94,28.44,17.07,248,0,0,32,104,2,100,begnign
216,0,19,0,16.32,28.18,296,2,0,34.44,72,0,82,begnign
1113,2,141,6.02,10.89,192,1507,0,0,69.82,279,2,1059,begnign
15,4,5,6.57,18.4,1.06,87,5,0,18.4,62,3,87,begnign
2181,2,22,6.01,106.73,73.38,1946,1,0,6.35,141,2,388,begnign
1002,2,6,1.12,185.17,158.71,7,4,0,8.17,96,2,115,begnign
21,3,4,3.95,19.75,1.01,78,0,0,79,50,2,78,begnign
772,25,44,1.61,23.89,36.24,743,0,1,3.65,207,7,142,begnign
170,2,165,1.31,2.23,16,251,0,0,3.87,30,2,88,begnign
404,5,29,1.32,16.86,48.9,10,0,0,3.79,49,3,42,begnign
304,8,16,16.52,27.88,3.63,418,6,0,21.24,110,3,185,begnign
633,23,161,1.35,5.67,39.7,706,1,3,4.71,84,3,134,begnign
378,30,145,1.15,4.16,26.22,452,1,6,4.82,43,4,60,begnign
389,2,54,600,11.11,42.86,591,0,0,120,154,2,295,begnign
550,0,86,871,10.13,21.24,867,0,0,217.75,234,0,589,begnign
549,2,28,781,27.89,12.8,707,0,0,33.96,201,2,325,begnign
668,2,37,7.92,28.27,130.75,998,0,0,29.89,338,2,517,begnign
156,4,10,1.6,25.7,1.02,252,5,0,51.4,81,3,252,begnign
40,2,5,4.12,27.2,22.67,128,0,0,68,88,2,97,begnign
210,2,10,4.29,36,4.74,311,3,0,9.47,134,2,115,begnign
114,3,8,1.36,19.5,7.8,154,0,0,78,30,2,54,begnign
784,2,123,2.26,8.48,173.83,6,0,0,21.73,133,2,318,begnign
772,2,121,2.2,8.46,170.67,6,0,0,22.26,128,2,316,begnign
49,1,4,1.66,20.75,8.3,62,0,0,9.22,28,0,14,begnign
904,0,21,0,50.86,18.74,866,0,0,6.72,142,0,363,begnign
668,2,20,144.17,43.25,27.03,783,0,0,12.91,174,2,103,begnign
357,2,16,1.38,32.38,518,1,1,0,13.28,141,2,217,begnign
206,2,9,8.12,37.89,1.07,337,3,0,85.25,120,2,318,begnign
267,2,5,1.27,69.8,349,1,3,0,14.54,71,2,66,begnign
42,1,2,1.8,39.5,11.29,7,0,0,0,33,0,69,begnign
2,0,0,0,0,2,2,0,0,2,1,0,2,begnign
3547,35,46,1.98,88.02,7.42,2528,3,10,2.69,390,9,812,begnign
712,11,21,1.96,39.1,68.42,698,0,0,7.27,73,4,127,begnign
401,34,146,2.03,4.65,29.52,378,0,13,2.4,97,4,103,begnign
0,0,0,0,0,1,1,0,0,1,0,0,0,begnign
98,2,6,1.34,23.67,142,1,1,0,11.83,34,2,63,begnign
17,3,15,5.62,6,1.12,85,5,0,18,49,2,80,begnign
51,0,6,0,25,18.75,8,0,0,25,92,0,96,begnign
229,2,9,33.2,36.89,9.49,301,0,0,18.44,91,2,94,begnign
0,0,0,0,0,1,2,0,0,0,1,0,0,begnign
458,14,18,1.74,33.78,2.38,440,0,1,3.92,113,5,255,begnign
112,2,6,1.96,34.33,20.6,10,0,0,20.6,85,2,100,begnign
112,2,5,75.67,45.4,7.83,204,0,0,18.92,107,2,126,begnign
139,0,8,40.83,30.62,27.22,226,1,0,20.42,96,0,71,begnign
15,0,2,43,21.5,3.31,36,0,0,0,25,0,19,begnign
11,0,3,0,10.67,0,0,0,0,0,18,0,31,begnign
557,218,1,3.66,911,6.65,540,3,5,2.63,112,46,224,begnign
50,0,4,1.93,26,104,1,1,0,26,48,0,74,begnign
185,0,4,1.45,66.5,2.58,233,1,0,10.64,75,0,103,begnign
42,2,2,17.8,44.5,6.85,82,0,0,29.67,42,2,32,begnign
245,2,9,2.23,41.44,31.08,306,7,0,9.32,109,2,135,begnign
405,2,36,3.48,19.14,1.79,670,4,0,36.26,241,2,385,begnign
46,0,2,16.33,49,32.67,3,0,0,98,49,0,60,begnign
514,2,52,1.78,14.96,1.47,753,5,0,55.57,204,2,531,begnign
65,18,3,8.67,60.67,1.38,178,4,0,45.5,91,8,132,begnign
59,2,1,29.5,118,1.13,112,5,0,19.67,50,2,104,begnign
1459,2,58,1860,32.07,12.57,1836,0,0,84.55,340,2,1098,begnign
687,5,20,1.52,52.4,23.82,1043,0,0,209.6,335,4,609,begnign
60,2,5,6.85,27.4,1.19,119,7,0,8.56,62,2,115,begnign
111,2,5,1.95,41,14.64,197,0,0,102.5,86,2,180,begnign
166,296,2,3.73,283.5,81,497,1,21,9.15,91,38,304,begnign
76,0,6,9.67,38.67,1.41,232,0,0,0,149,0,165,begnign
13,0,1,2.08,25,3.12,8,0,0,2.5,10,0,8,begnign
14,2,5,0,5.4,13.5,2,0,0,27,5,2,9,begnign
177,2,34,6.24,12.12,25.75,402,0,0,206,198,2,237,begnign
34,2,0,2.03,0,73,1,4,0,9.12,32,2,37,begnign
41,2,2,1.62,36.5,73,1,3,0,6.64,24,2,39,begnign
42,2,2,1.63,37.5,75,1,3,0,6.82,25,2,44,begnign
17,0,17,1.74,3.47,59,1,1,0,19.67,23,0,29,begnign
105,2,4,0,33.75,0,0,0,0,22.5,24,2,49,begnign
31,3,9,2.69,10.44,1.01,93,0,0,94,50,2,93,begnign
58,0,1,114,114,16.29,7,0,0,114,54,0,77,begnign
