@relation 'virus-weka.filters.supervised.attribute.AttributeSelection-Eweka.attributeSelection.WrapperSubsetEval -B weka.classifiers.trees.J48 -F 5 -T 0.01 -R 1 -- -C 0.25 -M 2-Sweka.attributeSelection.BestFirst -D 1 -N 5'

@attribute AddressSub numeric
@attribute InnerSub numeric
@attribute RemoteSub numeric
@attribute QuotientStartNodeId numeric
@attribute QuotientRemoteSub numeric
@attribute QuotientStartGraphNodes numeric
@attribute StartNondirectedGraph numeric
@attribute SumofAbExterSub numeric
@attribute SumofAbInnerSub numeric
@attribute QuotientofAbsolutedNodes numeric
@attribute SumofFinalExterSub numeric
@attribute SumofFinalInnerSub numeric
@attribute MaxGraphNodes numeric
@attribute result {virus,begnign}

@data
224,0,4,1.208531,63.75,255,1,7,0,1.34,19,0,10,virus
598,0,145,1.001346,5.13,744,1,0,0,10.48,0,0,314,virus
140,0,8,1.609023,26.75,5.49,204,0,0,53.5,65,0,39,virus
1,0,0,0,0,1,2,0,0,0,0,0,0,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
6,155,1,31.571429,221,1.67,203,1,8,24.56,53,30,132,virus
0,0,0,0,0,1,9,0,0,0,8,0,0,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
548,5,46,1.875312,16.35,150.4,5,1,0,4.06,94,1,136,virus
3,0,0,1.333333,0,4,1,0,0,2,0,0,2,virus
3982,0,476,1.015486,9.37,193.87,3867,0,0,10.59,0,0,927,virus
1,0,0,0,0,1,2,0,0,0,0,0,0,virus
7,0,2,0,14.5,0,0,2,0,9.67,18,0,17,virus
7,0,0,0,0,1.6,5,0,0,8,0,0,5,virus
11,0,4,0,15.5,0,0,11,0,4.43,36,0,48,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
27,0,0,0,0,1.08,28,0,0,0,0,0,26,virus
2,0,0,0,0,1,3,0,0,0,0,0,0,virus
3354,0,529,0,7.34,0,0,0,0,9.25,0,0,427,virus
14,0,4,0,18.75,0,0,31,0,2.21,26,0,30,virus
1,0,0,0,0,1,2,0,0,0,0,0,0,virus
8,0,0,1.5,0,4.5,3,0,0,9,0,0,5,virus
1809,53,13,2.628892,162.38,124.18,959,0,18,1.87,235,3,219,virus
60,65,84,0,3.19,0,0,0,0,15.76,0,16,125,virus
1,0,0,0,0,0,0,0,0,1,0,0,0,virus
1,0,0,2,0,2,1,0,0,1,0,0,1,virus
30,118,66,0,3.24,0,0,0,2,12.59,0,26,152,virus
1,0,0,0,0,1,2,0,0,0,0,0,0,virus
1,0,0,2,0,2,1,0,0,1,0,0,1,virus
4789,0,456,1.000191,11.5,16.81,4526,0,0,8.6,0,0,427,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
9,111,1,25.428571,178,1.75,161,0,7,22.25,56,23,102,virus
5,0,0,0,0,0,0,0,0,1.67,0,0,2,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
489,1916,399,0,8.58,0,0,0,129,9.1,0,213,430,virus
473,261,4,2.338624,221,5.67,714,0,7,5.36,135,47,249,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
133,324,1,5.745098,586,83.71,569,0,7,53.27,104,46,460,virus
2353,0,317,0,8.42,0,0,0,0,12.84,0,0,826,virus
82,2,4,1.920455,42.25,169,1,5,1,11.27,75,1,51,virus
2,0,0,0,0,1.5,2,0,0,3,0,0,2,virus
73,0,5,0,33.6,0,0,37,0,4.2,53,0,32,virus
5,0,0,0,0,1,6,0,0,0,0,0,0,virus
67,0,17,1.011905,5,1.47,71,0,0,8.5,0,0,58,virus
6,0,0,3.5,0,1.4,5,0,0,3.5,0,0,5,virus
324,223,6,2.252396,117.5,2.21,646,0,5,12.59,137,57,342,virus
5,0,0,0,0,1,6,0,0,0,0,0,0,virus
25,0,8,2.208333,6.62,6.62,53,0,0,0,19,0,31,virus
1,0,0,0,0,1,2,0,0,0,0,0,0,virus
2169,0,367,0,6.91,0,0,0,0,13.93,0,0,430,virus
383,0,0,0,0,0,0,0,0,10.64,0,0,109,virus
12,0,0,0,0,32,1,0,0,32,19,0,22,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
3,0,0,0,0,2,2,0,0,2,0,0,2,virus
12,0,0,0,0,1,15,0,0,0,2,0,0,virus
85,0,106,0,2.29,0,0,13,0,1.85,39,0,51,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
2,0,0,0,0,1.5,2,0,0,3,0,0,2,virus
243,0,5,0,54,0,0,7,0,1.43,15,0,7,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
19,0,30,0,1.67,1,50,0,0,0,0,0,0,virus
4,0,0,0,0,2.5,2,0,0,5,0,0,2,virus
1,0,0,0,0,1.22,9,0,0,0,9,0,9,virus
205,0,133,169.5,2.55,84.75,4,0,0,8.48,0,0,106,virus
173,3,17,2.66087,18,6.95,232,1,0,4.14,109,0,118,virus
17,0,4,0,21.25,0,0,53,0,1.55,11,0,10,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
9,0,0,6,0,1.33,9,0,0,4,2,0,9,virus
0,0,1,0,25,0,0,24,0,1,0,0,1,virus
25,109,4,6.8,59.5,1.12,233,0,3,47.6,97,26,213,virus
7,0,0,2,0,8,1,0,0,2,0,0,2,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
4,0,0,0,0,1.25,4,0,0,5,0,0,4,virus
66,128,0,3.413333,0,1.59,231,0,2,16,57,28,161,virus
3885,0,447,0,9.69,0,0,0,0,7.93,0,0,427,virus
129,0,4,5.470588,46.5,186,1,17,0,2.32,35,0,11,virus
1,0,0,0,0,1,2,0,0,0,0,0,0,virus
34,117,4,4.333333,58.5,1.8,207,2,5,10.64,61,30,130,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
17,0,85,0,1.21,3.55,103,0,0,0,0,0,84,virus
4,0,0,0,0,1,5,0,0,0,0,0,0,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
1230,227,5,1.442755,322.6,15.07,572,15,5,1.79,100,53,107,virus
213,0,0,1.004695,0,214,1,0,0,6.11,0,0,43,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
4,0,0,0,0,2.5,2,0,0,5,0,0,2,virus
2,0,0,0,0,1.5,2,0,0,3,0,0,2,virus
298,0,100,1.005038,3.99,17.35,342,0,0,10.78,0,0,141,virus
20,0,33,3.6,1.64,1.08,54,0,0,0,0,0,50,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
27,0,0,0,0,1.22,25,0,0,9.33,0,0,23,virus
56,0,0,1.14,0,19,3,0,0,1.54,0,0,5,virus
237,2,18,3.598291,23.39,3.37,407,3,0,46.78,160,2,239,virus
88,125,71,0,4,0,0,0,2,14.95,0,33,120,virus
5,0,0,0,0,1,6,0,0,0,0,0,0,virus
1,0,0,0,0,0,0,0,0,1,0,0,0,virus
1,0,0,0,0,2,1,0,0,1,0,0,1,virus
0,0,10,0,1.1,5.5,2,0,0,1.22,0,0,2,virus
51,1,7,1.741379,14.43,7.21,93,0,0,101,41,0,30,virus
229,2,2,1.608911,162.5,8.12,288,0,0,14.13,91,2,99,virus
6,0,0,0,0,2.33,3,0,0,1.75,0,0,3,virus
3,0,0,0,0,2,2,0,0,2,0,0,2,virus
3,0,0,0,0,2,2,0,0,2,0,0,2,virus
4,0,0,1.25,0,2.5,2,0,0,5,0,0,2,virus
1,0,0,0,0,1,2,0,0,0,0,0,0,virus
1140,0,0,1.005286,0,71.31,16,0,0,11.53,0,0,186,virus
1,0,0,0,0,1,2,0,0,0,0,0,0,virus
2,0,0,0,0,3,1,0,0,3,0,0,2,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
12,53,2,11.333333,68,1.19,124,0,2,68,67,18,114,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
290,18,70,1.967078,6.83,20.78,302,0,3,2.88,96,2,125,virus
9,0,4,0,21,0,0,53,0,1.53,18,0,25,virus
314,1812,396,0,7.93,0,0,0,129,11.1,0,209,427,virus
707,465,7,8.917647,216.57,10.6,1124,7,19,4.36,282,57,284,virus
1,0,0,0,0,0,0,0,0,1,0,0,0,virus
29,1,6,1.885714,11,4.4,63,0,0,66,29,0,34,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
16,0,5,4.5,9,45,1,20,0,1.29,3,0,4,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
30,1,6,1.916667,11.5,3.14,64,0,0,34.5,31,0,41,virus
1,0,0,2,0,1,2,0,0,0,0,0,0,virus
5,0,0,0,0,1,6,0,0,0,0,0,0,virus
1218,0,159,0,8.66,0,0,0,0,10.05,0,0,353,virus
68,0,89,0,1.76,0,0,0,0,26.17,0,0,103,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
170,193,2,2.181818,240,1.71,466,2,3,80,111,55,280,virus
282,192,2,3.215789,305.5,6.11,451,30,3,5.09,81,38,100,virus
0,0,2,0,1,0,0,0,0,1,0,0,1,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
1,0,0,5,0,1.67,3,1,0,2.5,2,0,3,virus
8,0,0,1.5,0,4.5,3,0,0,9,0,0,5,virus
2,0,0,0,0,1,3,0,0,0,0,0,0,virus
1,0,0,0,0,1,2,0,0,0,0,0,0,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
5,0,0,0,0,1,6,0,0,0,0,0,0,virus
7069,716,62,2.220547,140.15,23.23,4271,12,52,2.03,351,91,596,virus
318,342,1,2.538941,815,3.11,686,0,27,6.91,128,42,262,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
10,3,17,2.421053,2.71,1.48,32,1,1,5.11,13,1,31,virus
4,0,0,0,0,2.5,2,0,0,5,0,0,2,virus
10,0,24,10.5,1.75,1.05,40,1,0,21,6,0,40,virus
0,0,1,0,2,2,1,0,0,1,0,0,1,virus
4535,0,444,0,11.21,0,0,0,0,7.38,0,0,430,virus
27,0,3,15,30,1.2,90,0,0,0,59,0,75,virus
2,0,0,0,0,1.5,2,0,0,3,0,0,2,virus
1,0,0,0,0,1,2,0,0,0,0,0,0,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
1,0,0,2,0,2,1,0,0,1,0,0,1,virus
2,0,0,0,0,1,3,0,0,0,0,0,0,virus
15,0,0,0,0,0,0,6,0,10.83,44,0,59,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
2539,0,0,0,0,0,0,0,0,19.53,0,0,681,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
3,0,0,4,0,1,4,0,0,0,0,0,0,virus
122,0,33,0,4.7,0,0,0,0,12.92,0,0,80,virus
773,0,169,0,5.57,0,0,0,0,17.77,0,0,655,virus
24,167,14,5.055556,19.5,2.01,254,1,8,24.82,62,36,136,virus
386,1981,372,0,8.96,0,0,0,134,9.6,0,213,430,virus
28,0,8,3.086957,8.88,1.78,71,0,0,0,34,0,40,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
2529,0,439,0,6.76,0,0,0,0,14,0,0,427,virus
1,0,0,2,0,2,1,0,0,1,0,0,1,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
5,0,0,0,0,1,6,0,0,0,0,0,0,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
2,0,0,3,0,1,3,0,0,0,0,0,0,virus
8,0,0,0,0,1.12,8,0,0,9,0,0,8,virus
2,0,0,0,0,1.5,2,0,0,3,0,0,2,virus
711,99,0,0,0,1.1,839,0,2,34.64,55,25,784,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
196,0,6,0,33.83,40.6,8,0,0,1.35,0,0,9,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
3,0,0,4,0,2,2,0,0,2,0,0,2,virus
0,0,0,0,0,0,0,1,0,1,0,0,0,virus
1,0,0,8,0,1.14,7,0,0,8,6,0,7,virus
2951,46,51,3.502714,63.25,189.76,2917,5,7,10.86,156,20,545,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
40,0,4,3,24.75,1.09,96,1,0,33,53,0,91,virus
1,0,0,2,0,2,1,0,0,1,0,0,1,virus
172,26,61,0,4.43,0,0,0,0,7.11,0,8,121,virus
14,0,0,25.5,0,1,51,0,0,0,36,0,0,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
167,0,67,0,3.49,0,0,0,0,9.75,0,0,92,virus
1,0,0,0,0,1,2,0,0,0,0,0,0,virus
5,0,0,0,0,1,6,0,0,0,0,0,0,virus
0,0,1,0,19,0,0,18,0,1,0,0,1,virus
385,338,8,2.210643,124.62,4.73,767,0,9,7.22,150,65,263,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
3,0,63,0,1.05,0,0,0,0,2.54,0,0,40,virus
2,0,0,0,0,1.5,2,0,0,3,0,0,2,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
27,0,0,0,0,1.08,28,0,0,0,0,0,26,virus
942,2,3,185.666667,371.33,6.15,995,6,0,11.25,160,2,358,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
37,0,12,2.675676,8.25,1.6,99,0,0,0,49,0,71,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
2,0,0,0,0,1.5,2,0,0,3,0,0,2,virus
26,1,12,2.871795,9.33,22.4,5,0,0,0,72,0,48,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
27,0,0,0,0,1.08,28,0,0,0,0,0,26,virus
3191,0,1,13.947598,3194,3194,1,0,0,1.45,1,0,41,virus
1,0,0,0,0,1,2,0,0,0,0,0,0,virus
2,0,0,0,0,1,3,0,0,0,0,0,0,virus
5,0,0,0,0,0,0,0,0,0,0,0,0,virus
9,0,3,4,12,18,2,23,0,1.06,0,0,2,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
10,0,10,0,3.7,1,37,0,0,0,16,0,0,virus
0,0,3,0,1.33,1,4,0,0,0,0,0,0,virus
13,0,0,0,0,1,14,0,0,0,0,0,0,virus
2,0,0,0,0,1.5,2,0,0,3,0,0,2,virus
2,0,0,0,0,1.5,2,0,0,3,0,0,2,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
6,0,0,0,0,0,0,0,0,0,0,0,0,virus
39,0,4,0,28.75,0,0,25,0,4.26,47,0,39,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
73,0,6,11.3,37.67,1.4,226,0,0,0,146,0,161,virus
52,0,5,0,35.8,0,0,16,0,9.94,106,0,97,virus
5,0,0,0,0,3,2,0,0,6,0,0,3,virus
4841,0,498,0,10.72,0,0,0,0,7.28,0,0,716,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
1,0,0,0,0,1,2,0,0,0,0,0,0,virus
151,0,6,0,52.67,0,0,20,0,13.74,139,0,171,virus
22,0,0,0,0,3.33,24,5,0,5,2,0,17,virus
2,0,0,0,0,1.5,2,0,0,3,0,0,2,virus
857,1561,10,4.155367,294.2,19.36,2238,1,178,4.68,403,157,262,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
0,0,1,0,1,0,0,0,0,1,0,0,0,virus
17,48,38,0,4.13,0,0,0,0,78.5,0,9,100,virus
2957,4467,420,0,20.52,374.74,7532,0,287,8.67,0,439,707,virus
1,0,0,0,0,1,2,0,0,0,0,0,0,virus
2,0,0,0,0,1.5,2,0,0,3,0,0,2,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
1,0,0,0,0,1,2,0,0,0,0,0,0,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
2,0,0,0,0,1.5,2,0,0,3,0,0,2,virus
0,0,1,0,11,0,0,10,0,1,0,0,1,virus
11,0,8,4.818182,6.62,4.08,13,25,0,1.47,8,0,13,virus
24,0,0,1.304348,0,15,2,0,0,0,5,0,28,virus
1,0,0,0,0,1,2,0,0,0,0,0,0,virus
2,0,0,0,0,1.5,2,0,0,3,0,0,2,virus
35,60,1,5.8125,186,1.31,174,1,2,46.5,87,23,142,virus
1,0,0,0,0,1,2,0,0,0,0,0,0,virus
1,0,0,0,0,1,2,0,0,0,0,0,0,virus
530,182,0,1.2589,0,1.19,741,0,2,23.58,64,29,653,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
362,2069,433,0,8.39,0,0,0,140,10.53,0,226,500,virus
772,2176,453,0,8.98,0,0,0,148,10.27,0,226,647,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
2,0,0,0,0,0,0,0,0,1,0,0,1,virus
439,0,98,0,5.48,0,0,0,0,8.52,0,0,135,virus
40,0,1,1.361111,49,49,1,0,0,5.44,7,0,11,virus
2,0,0,1.5,0,3,1,0,0,1,0,0,1,virus
23,0,6,0,14.17,1.27,85,0,0,0,55,0,67,virus
121,3,17,3.356164,14.41,9.42,183,1,0,3.95,102,0,112,virus
859,410,1,2.742308,1426,5.44,983,0,32,3.29,129,51,538,virus
7,0,32,13.333333,1.25,3.08,29,0,0,40,0,0,17,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
38,0,0,0,0,39,1,0,0,1,0,0,1,virus
1,0,0,0,0,1,2,0,0,0,0,0,0,virus
153,0,51,0,4,0,0,0,0,14.57,0,0,168,virus
1,0,1,0,10,0,0,8,0,1,0,0,1,virus
1,0,0,0,0,1,2,0,0,0,0,0,0,virus
122,1,9,1.534351,22.33,33.5,6,0,0,67,68,0,42,virus
2,0,0,0,0,1.5,2,0,0,3,0,0,2,virus
221,0,75,0,3.95,0,0,0,0,19.73,0,0,227,virus
1325,2902,0,0,0,0,0,0,232,9.5,0,329,559,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
3,0,0,2,0,2,2,0,0,2,0,0,2,virus
205,0,80,0,3.56,0,0,0,0,7.5,0,0,116,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
20,0,0,0,0,0,0,0,0,1,0,0,1,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
25,96,51,0,3.37,0,0,0,2,12.29,0,23,124,virus
18,0,5,2.176471,7.4,4.11,37,0,0,0,13,0,15,virus
48,0,20,4.666667,6.3,42,126,0,0,0,57,0,61,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
23,0,7,0,11.86,1.26,83,0,0,0,52,0,66,virus
2,0,0,0,0,1,3,0,0,0,0,0,0,virus
11,0,9,0,4.22,5.43,35,2,0,12.67,15,0,26,virus
9,0,0,0,0,2,10,0,0,0,0,0,7,virus
0,0,2,0,1,0,0,0,0,1,0,0,1,virus
4,0,0,0,0,2.5,2,0,0,5,0,0,2,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
79,0,20,0,4.95,0,0,0,0,7.07,0,0,28,virus
17,74,1,6.37931,185,1.71,174,0,2,37,92,20,108,virus
3070,2850,0,0,0,0,0,0,181,11.53,0,270,1301,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
98,0,5,0,54.2,0,0,74,0,3.35,94,0,94,virus
14,0,1,1.2,18,1.06,17,1,0,18,1,0,17,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
5,0,0,6,0,1,6,0,0,0,0,0,0,virus
4,0,0,6.5,0,1.08,12,0,0,13,8,0,12,virus
176,1,9,1.4,28.78,43.17,6,0,0,32.38,72,0,38,virus
39,2,35,2.267857,3.63,3.26,122,1,0,25.4,49,1,60,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
2,0,0,0,0,1,3,0,0,0,0,0,0,virus
1125,192,2,1.392176,729.5,14.74,571,20,3,2,96,38,99,virus
254,5,23,3.165289,16.65,63.83,190,7,1,10.08,89,1,50,virus
5,0,0,0,0,1,9,0,0,0,3,0,0,virus
6,0,0,0,0,0,0,0,0,6,0,0,3,virus
4677,0,579,1.000571,9.08,10.62,4487,0,0,7.99,0,0,544,virus
2,0,0,7,0,14,1,1,0,7,10,0,12,virus
1,0,0,2,0,2,1,0,0,1,0,0,1,virus
14,0,0,0,0,1.5,10,0,0,7.5,0,0,10,virus
45,81,85,0,3.35,0,0,0,0,57,0,14,224,virus
1,0,0,0,0,1,2,0,0,0,0,0,0,virus
1,0,0,0,0,3,1,0,0,3,1,0,2,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
277,281,4,2.984791,196.25,1.91,661,0,6,11.38,145,66,426,virus
21,0,27,0,1.85,6.25,8,0,0,5,1,0,26,virus
1879,324,317,0,8.08,640.25,2329,0,35,11.75,0,50,300,virus
6,0,0,0,0,1,7,0,0,0,0,0,0,virus
100,0,29,1.007752,4.48,1.33,112,0,0,9.29,0,0,98,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
956,2137,555,0,7.83,0,0,0,155,8.47,0,218,671,virus
0,0,1,0,36,0,0,35,0,1,0,0,1,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
52,1,10,1.915254,11.3,3.65,107,0,0,18.83,49,0,46,virus
1,0,0,0,0,1,2,0,0,0,0,0,0,virus
0,0,3,0,7.33,0,0,19,0,1,0,0,1,virus
1,0,21,0,1.1,1,23,0,0,0,0,0,0,virus
520,222,4,2.049462,238.25,3.56,841,0,3,11.62,134,51,421,virus
467,0,128,0,4.65,0,0,0,0,11.23,0,0,208,virus
3,0,0,1.333333,0,4,1,0,0,1,0,0,1,virus
186,0,0,9.35,0,1.25,150,0,0,0,0,0,150,virus
1,0,0,0,0,1,2,0,0,0,0,0,0,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
0,0,7,0,1.14,1,8,0,0,0,0,0,0,virus
2,0,0,0,0,1.5,2,0,0,3,0,0,2,virus
3,0,14,0,1.43,1,20,0,0,0,2,0,0,virus
4,0,0,0,0,2.5,2,0,0,0,0,0,3,virus
7,0,2,0,5,10,1,0,0,1.43,0,0,3,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
121,0,65,0,2.86,0,0,0,0,13.29,0,0,64,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
5,0,0,0,0,0,0,3,0,4.33,5,0,4,virus
5,0,4,2,2.5,3.33,3,0,0,0,0,0,4,virus
84,199,0,2.950413,0,51,323,0,4,17.85,65,27,202,virus
6,0,1,6.666667,40,1.9,40,0,0,0,32,0,24,virus
308,3,26,1.981818,20.96,109,486,2,1,9.56,203,0,170,virus
271,0,86,0,4.15,0,0,0,0,11.16,0,0,135,virus
1,0,0,0,0,1,2,0,0,0,0,0,0,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
258,0,79,0,4.27,0,0,0,0,11.23,0,0,145,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
31,59,53,1.005051,3.75,8.29,186,0,0,15.31,0,11,109,virus
9,1,6,4.555556,6.83,3.15,13,11,0,2.56,13,0,13,virus
3,0,0,0,0,4,1,0,0,4,0,0,3,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
13,0,0,0,0,7,2,0,0,14,0,0,7,virus
1,0,0,0,0,1,2,0,0,0,0,0,0,virus
519,0,0,1.015625,0,520,1,0,0,1.73,0,0,42,virus
5,0,0,3,0,1.5,4,0,0,3,0,0,4,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
0,0,1,2,2,1,2,0,0,0,0,0,0,virus
1,0,0,0,0,0,0,0,0,1,0,0,0,virus
5,0,0,0,0,1,6,0,0,0,0,0,0,virus
227,0,90,0,3.52,0,0,0,0,6.47,0,0,126,virus
173,0,68,0,3.54,0,0,0,0,15.06,0,0,100,virus
24,88,10,5.457143,19.1,1.16,177,0,4,47.75,67,25,165,virus
2,0,0,3,0,1.5,2,0,0,3,0,0,2,virus
67,0,3,0,35,0,0,4,0,2.56,31,0,35,virus
3747,0,486,0,8.71,0,0,0,0,9.71,0,0,976,virus
65,0,21,0,4.1,0,0,0,0,10.75,0,0,44,virus
12,0,26,55,2.12,1.31,42,0,0,55,16,0,42,virus
1,0,0,0,0,1,2,0,0,0,0,0,0,virus
27,0,3,0,18.67,0,0,20,0,2,6,0,5,virus
67,4,32,4.694444,5.28,2.04,133,2,0,6.04,63,1,83,virus
39,0,0,0,0,0,0,0,0,9.75,0,0,8,virus
13,0,1,0,64,1.12,61,0,0,0,49,0,57,virus
27,0,6,3.56,10.67,2.13,61,0,0,21.33,30,0,37,virus
539,3,19,1.93,42.53,36.73,628,0,1,4.54,244,0,223,virus
1,0,0,0,0,0,0,0,0,1,0,0,0,virus
645,0,108,0,6.97,0,0,0,0,10.76,0,0,139,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
281,0,99,0,3.84,0,0,0,0,12.26,0,0,198,virus
3,0,0,0,0,1,6,0,0,0,2,0,0,virus
1,0,0,2,0,1,2,0,0,0,0,0,0,virus
1,0,0,0,0,2,1,0,0,1,0,0,1,virus
5,0,0,0,0,1,6,0,0,0,0,0,0,virus
1,0,0,0,0,1,2,0,0,0,0,0,0,virus
5,0,0,2,0,2,3,0,0,2,0,0,3,virus
38,0,4,9.5,28.5,114,1,0,0,28.5,71,0,74,virus
1,0,0,0,0,0,0,0,0,1,0,0,0,virus
0,0,2,0,1,0,0,0,0,1,0,0,1,virus
0,0,2,0,1,0,0,0,0,1,0,0,1,virus
52,54,0,3.52,0,1.78,121,0,2,8.71,40,17,83,virus
6,0,0,0,0,1.75,4,0,0,7,0,0,4,virus
3,0,0,1.33,0,4,1,0,0,2,0,0,2,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
2,0,0,0,0,1,3,0,0,0,0,0,0,virus
388,1879,389,0,8.5,0,0,0,136,9.03,0,212,437,virus
5,0,0,1.5,0,3,2,0,0,3,0,0,2,virus
3,0,0,7,0,1,7,0,0,0,3,0,0,virus
25,165,10,3.12,31.2,3.59,287,7,6,14.18,91,42,125,virus
4,0,0,0,0,2.5,2,0,0,5,0,0,2,virus
63,22,101,0,2.1,0,0,0,1,17.67,0,5,61,virus
34,0,4,0,27,0,0,26,0,3.86,44,0,39,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
657,0,108,0,7.08,0,0,0,0,9.68,0,0,108,virus
1,0,0,0,0,2,1,0,0,1,0,0,1,virus
163,0,78,0,3.09,0,0,0,0,5.24,0,0,91,virus
0,0,0,0,0,1,1,0,0,1,0,0,0,virus
156,363,1,2.47,613,1.74,529,1,8,7.66,75,45,353,virus
